FID,sous_type,iden,shape
odt_det_pdipr.952,Transversal,1774,"MULTILINESTRING ((-0.2547834689999604 44.769032768000045, -0.2541110519999279 44.76869760300008, -0.2529765989999646 44.76793233200004, -0.251881697999977 44.76720211800006, -0.2508607229999598 44.766704134000065, -0.2502094379999562 44.76627846100007, -0.2497631199999546 44.76564099900003, -0.248535919999938 44.766146724000066, -0.2474975599999425 44.76663901200004, -0.2471105369999691 44.76673807000003, -0.2460001079999756 44.766764082000066, -0.2449633149999499 44.766743364000035, -0.2442371139999295 44.76770526000007, -0.2439295209999273 44.76788343900006, -0.2428679219999594 44.76842122000005, -0.2414664189999485 44.76898493600004, -0.2415462739999725 44.76907305900005, -0.2411608799999385 44.769208055000036, -0.2407283199999597 44.76941614400005, -0.2399074579999478 44.76969629600006, -0.2395532919999255 44.76968657300006, -0.2395015739999735 44.76966078400005, -0.2391099649999546 44.76966093200008, -0.2384597599999552 44.77008107100005, -0.2378486569999723 44.76997835200007, -0.2369959199999698 44.77011524300008, -0.2363200689999303 44.76997803000006, -0.2361043009999548 44.76995606700007, -0.2359203839999395 44.77007734400007, -0.23438835099995 44.76917717600003, -0.2340826009999546 44.76912131100005, -0.2325320359999523 44.769742379000036, -0.2321360589999699 44.769922585000074, -0.2302648529999374 44.77016413100006, -0.2294389819999765 44.770336334000035, -0.2292432539999254 44.770475873000066, -0.2290960989999462 44.77084825500003, -0.228889808999952 44.77103303400003, -0.228192177999972 44.77124723700007, -0.2269432459999621 44.77128527600007, -0.2267438019999304 44.77134390500004, -0.2265798909999717 44.77162668300008, -0.2263785309999662 44.77191933000006, -0.2259240899999782 44.77247882700004, -0.2258073579999404 44.77268851600007, -0.2254662079999434 44.77268744300005, -0.225272792999931 44.772601946000066, -0.224234398999954 44.77199613500005, -0.223975141999972 44.77212814100005, -0.2235622579999586 44.77193974900007, -0.2231925549999687 44.77269524500008, -0.2227775819999351 44.77328980800007, -0.2224899099999789 44.77362944500004, -0.2215473849999512 44.773462333000055, -0.221311299999968 44.773548799000025, -0.2209908649999761 44.773448244000065, -0.2204299409999635 44.77361423200006, -0.2197369519999484 44.773378327000046, -0.2193224309999664 44.77315396200004, -0.2192048519999616 44.77334566400003, -0.218133575999957 44.772848546000034, -0.2178055549999272 44.773135111000045, -0.216044520999958 44.772195002000046, -0.2157811439999477 44.77223709300006, -0.2155608649999294 44.77211620600008, -0.2149529739999707 44.771806311000034, -0.214695249999977 44.77169528700006, -0.2145238159999394 44.771537272000046, -0.2141186719999268 44.77124068000006, -0.2134965399999373 44.770895110000026, -0.2128703199999791 44.77045964300004, -0.2126769319999653 44.770374125000046, -0.2114763709999465 44.77008690900004, -0.2109251409999615 44.76991066700003, -0.210375140999929 44.76976139100003, -0.2102558389999558 44.769638161000046, -0.209967105999965 44.76912289300003, -0.2097948749999432 44.76894689200003, -0.209548156999972 44.76879960700006, -0.2093319949999568 44.76876860200008, -0.2090910049999479 44.76874716800006, -0.2087279109999258 44.768818542000076, -0.2080819319999705 44.76905842200006, -0.207645571999933 44.769185476000075, -0.2070679459999383 44.769261793000055, -0.206870391999928 44.76852844100006, -0.2065385729999321 44.76817613800006, -0.2059168889999796 44.76756055200008, -0.2054751879999799 44.76729177000004, -0.2049606349999635 44.76708765700005, -0.2044143529999474 44.76701925700007, -0.2038888519999773 44.76713035100005, -0.2035843679999516 44.767101370000034, -0.202784764999933 44.765625975000034, -0.2023186249999753 44.76481781200005, -0.2020250969999324 44.764194651000025, -0.2017315959999451 44.76385045300003, -0.2014417679999383 44.76358715900005, -0.201009069999941 44.76323716300004, -0.2007965859999672 44.763008083000045, -0.2007115049999584 44.76280306700005, -0.2005592449999654 44.762230645000045, -0.2004110779999451 44.76202708100004, -0.1998758269999712 44.76164344600005, -0.1985269539999308 44.76086457100007, -0.1980377229999704 44.76065984600007, -0.197768688999929 44.760576041000036, -0.1974467429999436 44.760439459000054, -0.1971996889999446 44.76028315800005, -0.1969929319999437 44.75990096000004, -0.1967584999999303 44.75974436700005, -0.1957727529999715 44.75917308900006, -0.1947174369999516 44.758459419000076, -0.1941468489999352 44.758130563000066, -0.1938045879999777 44.757823459000065, -0.1933662939999294 44.75734758300007, -0.1931639999999675 44.75762218800003, -0.1929287519999434 44.75772657200008, -0.1922140669999521 44.757841952000035, -0.1905384729999469 44.757934361000025, -0.189817287999972 44.75790589400003, -0.1886081059999469 44.757978587000025, -0.1879093169999351 44.75788660400008, -0.1880650369999444 44.75881891100005, -0.1883803249999687 44.75964857800005, -0.1884587749999582 44.760267697000074, -0.1881891649999261 44.761290734000056, -0.1881783889999724 44.76245182400004, -0.1880981729999576 44.76263363700008, -0.1867986419999284 44.762105457000075, -0.1862784779999629 44.762054368000065, -0.1856772839999508 44.76216710800003, -0.1847949779999567 44.76164735900005, -0.1835272109999551 44.76126239700005, -0.1835028559999614 44.76100198900008, -0.1807412929999259 44.763629716000025, -0.1799566859999686 44.76443951500005, -0.179433496999934 44.76488339400004, -0.1789282639999783 44.76516488300007, -0.1784959109999704 44.765381717000025, -0.1781929699999409 44.76566758800004, -0.1775676939999471 44.76580782700006, -0.1762247659999616 44.766000414000075, -0.1759231299999442 44.76603428200008))"
odt_det_pdipr.953,Transversal,1775,"MULTILINESTRING ((-0.0915554279999356 44.759564606000026, -0.0922657829999594 44.759926895000035, -0.0929588449999414 44.76018157900006, -0.093415944999947 44.75994654700003, -0.0938548339999556 44.75987388500005, -0.0946662699999479 44.759945981000044, -0.0974919209999712 44.760738495000055, -0.097937065999929 44.76080965400007, -0.098554950999926 44.76078701200004, -0.1006752359999723 44.76046121600007, -0.1016089529999249 44.76044057400003))"
odt_det_pdipr.988,Jonction,1417,"MULTILINESTRING ((-0.4998414049999269 45.25077830500004, -0.4995356319999473 45.25102914800004, -0.4985820869999316 45.25207064500006, -0.4981640509999465 45.25236935400005, -0.4976754829999663 45.25253483200004, -0.4972563909999508 45.25256351400003, -0.4960960089999276 45.25280010900008, -0.4955893179999293 45.25311006600003, -0.4951949959999524 45.25362419800007, -0.4951111859999742 45.25422944300004, -0.4949271479999311 45.25436915300003, -0.4944957709999471 45.25440713800003, -0.4936997539999766 45.25429237000003, -0.493498398999975 45.25434250200004, -0.4933857909999801 45.25463342000006, -0.4934168609999574 45.254992696000045, -0.4935611109999627 45.255322086000035, -0.4937547849999646 45.25537116900006))"
odt_det_pdipr.989,Jonction,1418,"MULTILINESTRING ((-0.5539969719999362 45.26557829700005, -0.5549815769999782 45.26514762100004, -0.5551437129999499 45.265323445000035, -0.5551666769999315 45.26576394300008, -0.5553401389999522 45.26591246500004, -0.5552975769999762 45.266318659000035, -0.5555984209999565 45.26622081800008, -0.5557318189999592 45.26633437500004, -0.5561028779999333 45.266360734000045, -0.5564550399999462 45.26651361100005, -0.55678704099995 45.266279928000074, -0.5568630239999379 45.26602589700008, -0.5572543839999753 45.26595270300004, -0.5579540849999489 45.26592549700007, -0.5591229909999242 45.26560701300008))"
odt_det_pdipr.954,Transversal,1776,"MULTILINESTRING ((-0.1041136439999377 44.74315316700006, -0.1043576899999721 44.74295879700003, -0.105396346999953 44.74129808300006, -0.1060489069999448 44.740338793000035, -0.1070385839999517 44.738715144000025, -0.107394602999932 44.73819434200004, -0.1075805409999475 44.73666949200003, -0.1077090749999456 44.73643268300003, -0.1079676539999355 44.73628297400006, -0.1125392319999605 44.736028514000054, -0.113520550999965 44.73681656000008, -0.1139714049999725 44.73731044900006, -0.1145306439999558 44.73797289500004, -0.1148593239999514 44.73855948100004, -0.1150027699999328 44.738952220000044, -0.1150370149999276 44.73973432100007, -0.1145552779999548 44.74084284300005, -0.118506391999972 44.74140279900007, -0.1197787129999597 44.739034858000025, -0.1203651859999582 44.738301912000054, -0.1219129599999746 44.73761051400004, -0.1214588139999364 44.73589294200008, -0.1217504539999368 44.73563448200008, -0.1218733819999329 44.734983853000074, -0.122116129999938 44.73447452600004, -0.1223557539999547 44.734469180000076, -0.1226824779999447 44.73443489500005, -0.1225555059999692 44.733555882000076, -0.1228971109999293 44.73242345600005, -0.1231875439999612 44.73213802200007, -0.1233286109999767 44.73190091500004, -0.1233250329999578 44.73153206000006, -0.1232229339999549 44.73121939400005, -0.1232524749999584 44.73102976700005, -0.1233442809999588 44.730820754000035, -0.1233418859999347 44.730478868000034, -0.1231696519999446 44.73029374500004, -0.1229375229999619 44.73018194700006, -0.1224145569999564 44.73005864100003, -0.1219972139999754 44.73004095700003, -0.1217776999999387 44.72992887400005, -0.1217461649999336 44.72978560300004, -0.1219813189999286 44.72795368100003, -0.122029748999978 44.727331710000044, -0.1219075029999317 44.72598467800003, -0.1218294399999422 44.725356531000045, -0.1216295899999409 44.72425418700004, -0.1215050569999789 44.72400501000004, -0.1199536399999488 44.72201497200007, -0.1182246319999649 44.71971393000007, -0.1172364749999701 44.71790027700007, -0.1164382669999782 44.71667627900007, -0.1158019969999486 44.71597957500006, -0.1150652759999389 44.71529410100004, -0.1149041499999726 44.71507272700006, -0.1148297029999412 44.714813433000074, -0.1146213359999706 44.71408920400006, -0.1143936379999673 44.71378832700003, -0.1133591379999643 44.712929502000065, -0.112583122999979 44.711920948000056, -0.1115861109999514 44.71105227600003, -0.1113454429999479 44.710742683000035, -0.1104501899999377 44.70931384800008, -0.1101992849999647 44.70905847100005, -0.109743544999958 44.708735655000055, -0.109173961999943 44.708406367000066, -0.1082939979999651 44.70790400000004, -0.1077220789999274 44.70752076700006, -0.1073478819999423 44.70733110700007, -0.106910657999947 44.70714284500008, -0.1065655989999641 44.70704251900003, -0.1059648979999679 44.70686687700004, -0.1043192499999464 44.70616549500005, -0.104944848999935 44.70430699000008, -0.1056248749999327 44.703698031000044, -0.1059109349999403 44.70331376200005, -0.106706911999936 44.701892384000075))"
odt_det_pdipr.955,Transversal,1777,"MULTILINESTRING ((-0.0915554279999356 44.759564606000026, -0.0917518499999801 44.759434303000035, -0.0919657059999395 44.75912364700008, -0.0921133509999663 44.758742461000054, -0.0921872399999302 44.758407893000026, -0.0922306879999724 44.758244965000074, -0.0926594189999719 44.75793857200006, -0.0927509939999709 44.757720593000045, -0.0927335689999609 44.75702809900008, -0.0926522789999353 44.75631901600008, -0.0899315079999496 44.75531711600007, -0.0884209279999482 44.75484644000005, -0.087768136999955 44.75464483500008, -0.087460508999925 44.754831566000064, -0.0872786569999562 44.755006534000074, -0.0871268669999381 44.75500087200004, -0.0870808439999564 44.75481291800003, -0.0869579539999563 44.75459965700003, -0.0865567219999548 44.754374519000066, -0.0863462979999667 44.75418117900006, -0.0859974829999714 44.75399987800006, -0.0857602739999379 44.753771132000054, -0.0852798079999388 44.75288185100004, -0.0850571659999559 44.75269777500006, -0.0848506409999459 44.75259433100007, -0.0839061649999735 44.75236311700007, -0.0828603809999322 44.75212511800004, -0.0825469039999689 44.75159209700007, -0.0820426569999313 44.75161215800006, -0.0815585929999543 44.75151479600004, -0.0814060379999546 44.75149114700008, -0.0808375469999305 44.75148561700007, -0.0802968129999613 44.751245518000076, -0.0799695769999289 44.75127068900008, -0.0795346189999577 44.751433193000025, -0.0793484849999686 44.751509259000045, -0.0791182959999332 44.751442317000055, -0.0788708359999646 44.75126777100007, -0.0750953169999775 44.752151275000074, -0.0749871949999488 44.752279617000056, -0.0751765439999304 44.75315731000006))"
odt_det_pdipr.956,Transversal,1778,"MULTILINESTRING ((-0.0736491049999586 44.75082415500003, -0.0739270399999441 44.750827077000054, -0.0741908089999583 44.750794315000064, -0.074694213999976 44.75134120100006, -0.074412954999957 44.75155431300004, -0.0743083159999287 44.751763563000054, -0.073898197999938 44.753383229000065, -0.0747452659999794 44.75311275400003, -0.0749471259999268 44.75310833800006, -0.0751765439999304 44.75315731000006))"
odt_det_pdipr.957,Transversal,1779,"MULTILINESTRING ((-0.1041136439999377 44.74315316700006, -0.104041633999941 44.74265984900006, -0.1038579889999482 44.742501944000026, -0.103352263999966 44.742486144000054, -0.1029995509999253 44.742215001000034, -0.1028103449999662 44.742219188000036, -0.1025608139999576 44.74228769800004, -0.10237082499998 44.74227390500005, -0.1021386879999682 44.742162062000034, -0.1019873229999462 44.74216541100003, -0.1010577359999729 44.742563904000065, -0.1005291319999628 44.74260258700008, -0.1003718979999348 44.74247108700007, -0.0991238249999356 44.741643827000075, -0.0989768639999511 44.741458109000064, -0.0987996939999789 44.74086813000008))"
odt_det_pdipr.958,Transversal,1780,"MULTILINESTRING ((-0.0987996939999789 44.74086813000008, -0.0979332779999709 44.74097725300004, -0.0970215949999442 44.74091640000006, -0.0958285139999475 44.74077176600008, -0.0952006969999388 44.74056066000003, -0.094681206999951 44.740518129000066, -0.0942807029999244 44.74059894900006, -0.0935371669999654 44.74092128800004, -0.0930522659999724 44.74109394700008, -0.0926758109999355 44.741147236000074, -0.0921842749999655 44.74116706600006, -0.0916965019999338 44.74156474100005, -0.0911180839999588 44.74191042100006, -0.0906114469999579 44.74216453300005, -0.0900638449999747 44.74234755800006, -0.0895624109999744 44.74243058300004, -0.0887799669999367 44.74243880300003, -0.0885946539999622 44.742532863000065, -0.0882618679999609 44.74272015100007, -0.0873663529999362 44.74332473800007, -0.0870071629999529 44.74348560800007, -0.0864308069999424 44.74358826100007, -0.0858887909999453 44.74360917200005, -0.085561433999942 44.74392230900003, -0.0855583729999694 44.74443528100005, -0.0852956369999447 44.74478299000003, -0.0850293979999606 44.74504979100004, -0.0845770499999503 44.745392665000054, -0.0840360049999731 44.745728487000065, -0.0836936779999746 44.74598795600008, -0.0834049159999495 44.746318236000036, -0.0832465719999504 44.74674463300005, -0.0832097119999276 44.747060383000075, -0.0833453949999807 44.74757031000007))"
odt_det_pdipr.959,Transversal,1781,"MULTILINESTRING ((-0.0833453949999807 44.74757031000007, -0.0833176539999272 44.74780487600003, -0.0832493459999455 44.74797734400005, -0.0829869669999539 44.74833403800005, -0.0825361339999517 44.74871286300004, -0.0806438459999299 44.74875437000003, -0.0785648579999361 44.748565979000034, -0.078061800999933 44.74861299200006, -0.0777495219999764 44.748691817000065, -0.0773543609999479 44.74889843300008, -0.0766527269999528 44.74931871800004, -0.07637325099995 44.74927984400006, -0.0755680209999241 44.749054511000054, -0.0749145699999758 44.748834851000026, -0.0746903679999491 44.74919968700004, -0.0742537949999473 44.749911103000045, -0.0736491049999586 44.75082415500003))"
odt_det_pdipr.960,Transversal,1782,"MULTILINESTRING ((-0.106706911999936 44.701892384000075, -0.1065938629999437 44.70190388900005, -0.1060763539999243 44.70160942700005, -0.1052201659999241 44.70107051900004, -0.1046400409999251 44.700786436000044, -0.1043647759999544 44.70054958400004, -0.1037296219999462 44.69987079400005, -0.1035083049999344 44.69971372900005, -0.1031995419999703 44.69957659700003, -0.1028289349999341 44.69946782800008, -0.0976664769999616 44.69825030800007, -0.0941754879999621 44.698624351000035, -0.0922520409999379 44.69732605300004, -0.0916465599999583 44.69674552400005, -0.0912569069999449 44.69619622600004, -0.0908077499999536 44.69572922300006, -0.0904053669999598 44.69546814500006, -0.0897860079999759 44.695148860000074, -0.0889764439999681 44.694806766000056, -0.0885393789999398 44.69461843200003))"
odt_det_pdipr.961,Transversal,1783,"MULTILINESTRING ((-0.0885393789999398 44.69461843200003, -0.0884125709999353 44.69460322700007, -0.085696144999929 44.69275539900008))"
odt_det_pdipr.962,Transversal,1784,"MULTILINESTRING ((-0.0135656239999662 44.65062485400006, -0.0148813829999312 44.65074071200007, -0.016333789999976 44.65080864300006, -0.018117785999948 44.65096843600003, -0.0209358599999518 44.65143897000007, -0.0207768139999303 44.65215320000004, -0.0212202439999487 44.65220668500007, -0.0217838259999326 44.65241955400006, -0.022621719999961 44.65286048100006, -0.0227826839999352 44.65309097200003, -0.0232329339999637 44.65330626300005, -0.0235835699999711 44.65355068200006, -0.023598328999924 44.65390127900008, -0.0234142279999787 44.65431912400004, -0.0231178009999553 44.65506329900006, -0.0229406109999672 44.65534602900004, -0.0222763919999807 44.65573817400008, -0.021634325999969 44.656057858000054, -0.021320474999925 44.65638850200003, -0.0210352119999584 44.656799514000056, -0.022433886999977 44.65708446600007, -0.022768163999956 44.65723926100003, -0.0233228839999242 44.65783921800005, -0.0237460919999535 44.65801009900008, -0.0245910009999761 44.65831589800007, -0.02521526299995 44.65877039000003, -0.0257216309999535 44.65911943400005, -0.0263528239999573 44.65943880400005, -0.0270706769999265 44.65972031900003, -0.027521753999963 44.65995357200006))"
odt_det_pdipr.963,Transversal,1785,"MULTILINESTRING ((-0.061718047999932 44.670254244000034, -0.0617119469999352 44.67056030800006, -0.0617140609999751 44.67119911900005, -0.0624386809999464 44.67133629500006, -0.063216213999965 44.67212017000003, -0.0642446869999276 44.67316850700007, -0.06528837999997 44.673982556000055, -0.0667067169999314 44.67500437100006, -0.067837898999926 44.67579849100008, -0.0692227749999574 44.67691998500004, -0.0698950529999252 44.67759814200008, -0.0706388389999688 44.678472688000056, -0.0713807169999541 44.67930228200004, -0.0718456569999262 44.679849991000026, -0.0722181559999626 44.68030074400008, -0.0723877509999511 44.68043200400007, -0.0734528729999511 44.68085859800004, -0.0749969819999592 44.681571629000075, -0.0747984159999646 44.68223283700007, -0.0747168939999483 44.683269401000075, -0.0754971349999778 44.68352225400008, -0.0762498589999723 44.683721716000036, -0.0759675679999532 44.68419580200003, -0.0754417679999619 44.68487317800003, -0.0750650669999686 44.685205360000054, -0.0750770049999687 44.68606891600007, -0.0745300039999392 44.687133671000026, -0.0741930209999282 44.687509971000054, -0.0736918269999478 44.68788086600006, -0.0756866969999805 44.68851204100008, -0.0775689709999483 44.68916364700004, -0.0797411339999599 44.68980886000003, -0.0810166559999743 44.690428730000065, -0.0815476979999516 44.690750001000026, -0.0818377489999307 44.69104057000004, -0.0825460329999714 44.69196081900003, -0.0827405039999576 44.69208252200008, -0.0838836579999338 44.692264359000035, -0.0840986399999792 44.69169275100006, -0.085696144999929 44.69275539900008))"
odt_det_pdipr.964,Transversal,1787,"MULTILINESTRING ((-0.0535561709999683 44.66864816900005, -0.0529161749999503 44.66714340400006, -0.0526057529999662 44.66666425300008, -0.0518867029999797 44.66488027200006, -0.0511893369999257 44.66508435800006, -0.0502973109999516 44.66545462400006, -0.0490273969999748 44.666130003000035, -0.0482281079999325 44.66660621500006, -0.0473906309999279 44.66707425200008, -0.0465832879999652 44.66736167100004, -0.0458400579999534 44.66737775900003, -0.0445910319999712 44.66735979500004, -0.0441753239999798 44.667071855000074, -0.0430358559999604 44.66755538600006, -0.0421288509999727 44.66787192100003, -0.0410370829999351 44.667994484000076, -0.0403831679999485 44.66803559900006, -0.040192683999976 44.66800372100005, -0.0391299859999776 44.66732482400005, -0.0389860339999473 44.66779582200007, -0.0389451449999569 44.66831858200004, -0.0392409099999327 44.66934695700007))"
