OBJECTID,code_voie,metre,t_inf140,t_inf120,t_inf90,t_inf120sm,t_p5,t_p8,t_p12,t_dev2,t_sol,t_cont_rc,t_contv_ch,t_abstrot,numphoto,observatio,commune,chiffrage,fk_objet,created_user,created_date,last_edited_user,last_edited_date,rue,url_photo_avant,url_photo_apres,clc_taux_courant,clc_taux_initial,tmp_somme_taux,CreationDate,Creator,EditDate,Editor,GlobalID,SHAPE_Length
1026,0,0,0,0,0,0,0,0,0,0.25,1,0,0,0,1440822,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,P1440822.JPG,nophoto.JPG,0,0,1.25,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{A643F914-3021-4B32-A641-2ECDC25EAC7C},67.6433164303088
1027,0,0,0,0,0,0,0,0,0,0.25,1,0,0,0,1440766,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,P1440766.JPG,nophoto.JPG,0,0,1.25,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{3C5B4987-476A-4E94-B23F-B8F1B6D44779},93.3419288117369
1028,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,1440819,Aucune observation,SAINT-QUENTIN,1050,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,P1440819.JPG,nophoto.JPG,75,75,0.25,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{FAB5E6B2-66CE-433D-B54E-8C761C8C3778},73.3674847212282
1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,2450,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,nophoto.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{D3459746-F83A-45C1-9192-BF0BCF535D47},52.8413592676828
1030,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,1440816,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,P1440816.JPG,nophoto.JPG,75,75,0.25,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{C4C40372-9AC7-40E1-BFEA-50E931F02243},138.750433831676
1031,0,0,0.5,0,0,0,0,0,0,0.25,0,0,0,0,1440772,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,P1440772.JPG,nophoto.JPG,25,25,0.75,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{32C21AAA-0A33-4B6C-B831-55A071AB70A1},82.5644300641822
1032,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1440773,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,P1440773.JPG,nophoto.JPG,0,0,1,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{EEC4BE56-D96D-414C-91A5-67F17318F487},69.9745746408727
1033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,1050,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,nophoto.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{614D5973-D2FB-47FE-ABB6-FA6ADE206B7A},11.2869076831391
1034,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,1440814,Aucune observation,SAINT-QUENTIN,2450,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,P1440814.JPG,nophoto.JPG,75,75,0.25,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{9ACBD515-0594-4E89-8BF5-E51383972607},72.5207726375549
1035,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,1440781,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,P1440781.JPG,nophoto.JPG,75,75,0.25,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{4CDC3A24-00F7-4958-9539-E5D81C8A8869},76.3426790344667
1036,0,0,0,0,0,0,0,0,0,0.25,1,0,0,0,1440783,Aucune observation,SAINT-QUENTIN,2450,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,P1440783.JPG,nophoto.JPG,0,0,1.25,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{AF54D791-0CA5-4280-A98E-C54CDEB19CA8},54.5030642680982
1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440785,Aucune observation,SAINT-QUENTIN,2250,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,P1440785.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{FE2BC96A-A73B-40F6-BBA8-8A5F0D3ACE14},37.8497524464504
1038,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,1440812,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,P1440812.JPG,nophoto.JPG,75,75,0.25,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{C2868C3F-A4A5-4D91-9EA6-3A9A0670D83C},164.991326915481
1039,0,0,0.5,0,0,0,0.25,0,0,0,1,0,0,0,1440789,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,P1440789.JPG,nophoto.JPG,0,0,1.75,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{75EC21C5-AA3F-47AB-BC81-BE65EDFBDE46},152.686160026989
1040,0,0,0,0,0,0,0.25,0,0,0.25,0,0,0,0,1440804,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,P1440804.JPG,nophoto.JPG,50,50,0.5,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{52FDC9B2-D159-4E2B-B002-F28A9A49ADD8},74.4301485888631
1041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,nophoto.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{6D9CADFF-B176-46F9-BA51-556F051FF5D5},128.419872137827
1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,1900,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,nophoto.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{EE8ABE7A-595E-4CDF-BBA6-16D5E91FEA7D},124.956786005768
1043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,nophoto.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{1A6F9398-C16E-4BFC-8204-8FC57D8AC193},43.285999802043
1044,0,0,0,0,0,0,0,0,0,0.25,1,0,0,0,1440806,Aucune observation,SAINT-QUENTIN,1900,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,P1440806.JPG,nophoto.JPG,0,0,1.25,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{C32955FE-2461-4862-A588-0A3A52B37594},35.8156229447932
1045,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,1440808,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,P1440808.JPG,nophoto.JPG,75,75,0.25,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{FD36B0D4-CB33-4DB8-8516-6A1B13DD8225},85.2293655253115
1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,nophoto.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{2D8C0699-D1A6-45C1-B475-D1464E7E0F32},122.81677552115
1047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,700,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,nophoto.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{C9E0AF29-C810-4A95-965F-7BFBD2340A27},122.901261900441
1048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,nophoto.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{1CA67C4F-FC10-490B-A8A1-1671C0B32410},140.200080767535
1049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,nophoto.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{3D4634F9-5684-426D-A305-8866E26E8DC6},7.36686272714536
1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,nophoto.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{AAC1A644-BD94-45B6-B593-451D8854D287},25.6023500999265
1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,nophoto.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{C8F23A27-3B1B-4B7F-BD65-012283DBFC4B},239.871518082439
1052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,nophoto.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{92662B38-DDAC-4B8F-8282-055EA44AD80E},101.693908789795
1053,0,0,0,0,0,0,0.25,0,0,0.25,0,0,0,0,1440794,Aucune observation,SAINT-QUENTIN,1050,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,P1440794.JPG,nophoto.JPG,50,50,0.5,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{7C595BA8-7BDD-4128-BD86-F8DCD38CB7DB},103.928758044659
1054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,1050,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,nophoto.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{97C8FC3F-6C5E-4020-867C-0FBF5023445A},45.0377773929298
1055,0,0,0,0,0,0,0,0,0,0.25,1,0,0,0,1440798,Aucune observation,SAINT-QUENTIN,700,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,P1440798.JPG,nophoto.JPG,0,0,1.25,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{DE6D6BBA-AA56-4A29-81E9-A9AD111F7745},84.5076642015206
1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,850,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,nophoto.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{968D47F4-FB0D-4954-B0A9-7885A6122A5D},45.698575456073
1057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440801,Aucune observation,SAINT-QUENTIN,850,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,P1440801.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{A0E6B922-2D2D-4480-B660-587009CFA735},20.0310859365716
1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,850,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,nophoto.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{8C622123-2C0D-4174-9171-33E73761E772},120.509227056657
1059,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,1440730,Aucune observation,SAINT-QUENTIN,850,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,P1440730.JPG,nophoto.JPG,75,75,0.25,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{86C17940-B104-4F8F-97C4-77B713C961CB},25.9025154840119
1060,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,1440732,Aucune observation,SAINT-QUENTIN,2250,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,P1440732.JPG,nophoto.JPG,75,75,0.25,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{DA982A48-6E9D-4647-8D2E-5A6EF2176F42},25.3592224065268
1061,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,1440734,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,P1440734.JPG,nophoto.JPG,75,75,0.25,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{9331A01F-474B-449F-88B4-7925879BC711},30.7287161066358
1062,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,1440737,Aucune observation,SAINT-QUENTIN,1050,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,P1440737.JPG,nophoto.JPG,75,75,0.25,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{34C057D4-E917-439A-93B6-DFD275B6FD57},71.6763203252013
1063,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,1440740,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,P1440740.JPG,nophoto.JPG,75,75,0.25,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{91ACBCB5-E197-46F7-B815-18111FEC2F57},96.6459156111686
1064,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,1440745,Aucune observation,SAINT-QUENTIN,700,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,P1440745.JPG,nophoto.JPG,75,75,0.25,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{80541880-E5F7-4A14-B067-70D29C47A067},127.571130036314
1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,nophoto.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{89E971AA-0A0C-43E1-A6E6-FE851F287D9F},95.488652287569
1066,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,1440716,Aucune observation,SAINT-QUENTIN,1900,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,P1440716.JPG,nophoto.JPG,75,75,0.25,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{BF0F2D67-4AEE-4CEA-ABA5-9F34FB97C8AD},131.980160131463
1067,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,1440714,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,P1440714.JPG,nophoto.JPG,75,75,0.25,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{75D3ECA1-F3B2-4C83-AD66-406C5F5002AC},18.8244131192383
1068,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,1440750,Aucune observation,SAINT-QUENTIN,700,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,P1440750.JPG,nophoto.JPG,75,75,0.25,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{D682541F-F81C-440D-A2AF-A28E8684CEC2},204.187478582317
1069,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,nophoto.JPG,nophoto.JPG,75,75,0.25,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{1C16272D-868A-422E-B39D-3C6F8D282DE2},81.4574615244375
1070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,nophoto.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{723888EA-BED1-41F3-B49B-BFB1471BC345},78.5614288134621
1071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,nophoto.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{117AD4B9-203C-4A9C-A923-26E4F227D7C2},45.8205600007415
1072,0,0,0.5,0,0,0,0.25,0,0,0.25,1,0,0,0,1440700,Aucune observation,SAINT-QUENTIN,700,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,P1440700.JPG,nophoto.JPG,0,0,2,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{502A175C-62FF-4481-AC20-2043675C33B5},153.447192168058
1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440698,Aucune observation,SAINT-QUENTIN,700,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,P1440698.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{03D92B4D-B1D0-40F3-B4B8-E2634D267BD2},12.7593662250659
1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,nophoto.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{44DA7372-A802-469C-8C34-6C0D71A0B306},25.6489028208146
1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440705,Aucune observation,SAINT-QUENTIN,1900,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,P1440705.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{AEB707CD-BC9D-4860-A135-2DB7A6A1992F},23.4966129301205
1076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,nophoto.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{34FD67EE-ADF4-4C85-B62E-4A3E78845619},51.3805638791666
1077,0,0,0,0,0,0,0.25,0,0,0.25,0,0,0,0,1440697,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,P1440697.JPG,nophoto.JPG,50,50,0.5,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{E3A2D0C3-7B4C-4D61-BFB2-078B51D2807F},66.5028923672382
1078,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,1440668,Aucune observation,SAINT-QUENTIN,1050,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,P1440668.JPG,nophoto.JPG,75,75,0.25,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{FA46CA78-3059-446E-A035-B244A42B1303},12.1865906923257
1079,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,1440666,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,P1440666.JPG,nophoto.JPG,75,75,0.25,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{47A66B48-DD9E-4B40-B15A-445450765693},42.7271650341043
1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,1900,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,nophoto.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{A21B682D-864D-4BAF-B441-190EECFE8B28},9.12886973314645
1081,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,1440657,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,P1440657.JPG,nophoto.JPG,75,75,0.25,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{14D8FE2B-6CCB-4AF8-8962-44C509087CCF},30.9928182679378
1082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440664,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,P1440664.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{DA0F65D2-6B89-44FF-8611-36FB40B12161},14.8354917662962
1083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,nophoto.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{BD6519CC-DC71-48AD-9DEC-9821ADD89682},138.338263640192
1084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,nophoto.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{90730303-C74C-4EF7-A3C2-88FD920E365D},47.4241237840317
1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,1900,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,nophoto.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{EDBE607C-036F-40AF-BCA8-5A861846CE5F},36.7984076010463
1086,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,1440696,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,P1440696.JPG,nophoto.JPG,75,75,0.25,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{CBB0B934-F1E8-4ABF-8AE8-D196932BBB0A},111.085480150728
1087,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,1440694,Aucune observation,SAINT-QUENTIN,850,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,P1440694.JPG,nophoto.JPG,75,75,0.25,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{B36951F7-C796-4449-973A-B09D812A4EC4},23.5426907467253
1088,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,1440685,Aucune observation,SAINT-QUENTIN,1900,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,P1440685.JPG,nophoto.JPG,75,75,0.25,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{91C4F5E4-B83D-4283-9996-6C8A4BC90005},102.748568442943
1089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,1900,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,nophoto.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{DC9757DF-8F54-4F4C-99E0-455BFE715794},10.7524751087047
1090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,nophoto.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{C2C909F6-2D7B-40D0-8425-C4A05AA52504},76.5290273279719
1091,0,0,0,0,0,0,0.25,0,0,0,1,0,0,0,1440680,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,P1440680.JPG,nophoto.JPG,0,0,1.25,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{02E3BD29-59B7-4F0D-BEE6-D4316EA03240},78.3075989114147
1092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,nophoto.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{198F95EE-69C9-4BBC-ABB9-8EB926850841},270.592974175059
1093,0,0,0,0,0,0,0,0,0,0.25,1,0,0,0,1440677,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,P1440677.JPG,nophoto.JPG,0,0,1.25,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{FFEEC253-0FAA-40E0-B23C-6D0B8A0965E0},100.973325302927
1094,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,1440676,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,P1440676.JPG,nophoto.JPG,75,75,0.25,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{F4695199-FBF5-410F-BB37-7BFBFC4876DB},70.8180644722107
1095,0,0,0,0,0,0,0,0,0,0.25,1,0,0,0,1440666,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,P1440666.JPG,nophoto.JPG,0,0,1.25,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{1EF18F7C-9357-4254-85A1-D2BFB6DBC9EB},161.050173049461
1096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440672,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,P1440672.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{A598E386-E4C0-40A4-B3FA-E204D70055ED},17.563060474575
1097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440674,Aucune observation,SAINT-QUENTIN,2250,CHEMINEMENT,,,PROD,2015/12/09 09:31:09,,P1440674.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{DC251673-D89B-4322-B3AA-A178B9A49DE9},46.7036028433804
