OBJET;INSEE;NATURE;DATAPPRO;LIBELLE;URLFIC;IDURBA;TYPEPSC;ID_NCA;LIB_TYPEPSC2;TXT;BENEF;NOMFIC;DATVALID;geometry
;06153;ZONE BLEUE;2017-06-29;Plan de prévention des risques naturels mouvements de terrain : aléas modérés;http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/valdeblore-plu;00000615320170629;02;;;BLEU;;PLU de Valdeblore;2008-02-16;{"type": "Polygon", "coordinates": [[[7.16833285, 44.15517725], [7.17005216, 44.15686207], [7.17027677, 44.15674312], [7.16986889, 44.15599057], [7.16975241, 44.15526746], [7.16968585, 44.15490007], [7.1695927, 44.15489891], [7.16833285, 44.15517725]]]}
"Elargissement à 5 m du virage ""Le Verger""";06153;VOIRIE;2017-06-29;Emplacement réservé;http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/valdeblore-plu;00000615320170629;05;24920;;2;55;PLU de Valdeblore;2008-02-16;{"type": "MultiPolygon", "coordinates": [[[[7.16784655, 44.07352935], [7.16795605, 44.07350967], [7.16801728, 44.07347752], [7.16805589, 44.0734535], [7.16803854, 44.07345056], [7.16801851, 44.07344798], [7.16792967, 44.07349395], [7.16785148, 44.07351312], [7.16783057, 44.07351881], [7.16770896, 44.07351638], [7.16776025, 44.073522], [7.16782068, 44.07352781], [7.16784655, 44.07352935]]], [[[7.1676862, 44.07353167], [7.1676714, 44.07352069], [7.16761213, 44.07356786], [7.16759158, 44.07359046], [7.16756612, 44.07362808], [7.16758386, 44.07361082], [7.16764895, 44.07356589], [7.16766825, 44.07355624], [7.16769614, 44.07354102], [7.1676862, 44.07353167]]]]}
;06153;;2017-06-29;Zone ad aedificandum;http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/valdeblore-plu;00000615320170629;11;22209;;Aedificand;;PLU de Valdeblore;2008-02-16;{"type": "Polygon", "coordinates": [[[7.17351819, 44.15615417], [7.17359583, 44.15616474], [7.17363272, 44.15608059], [7.17354464, 44.15606943], [7.17351819, 44.15615417]]]}
;06153;ZONE BLEUE;2017-06-29;Plan de prévention des risques naturels mouvements de terrain : aléas modérés;http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/valdeblore-plu;00000615320170629;02;;;BLEU;;PLU de Valdeblore;2008-02-16;{"type": "Polygon", "coordinates": [[[7.2146624, 44.07219426], [7.21569482, 44.0719417], [7.21594585, 44.07184143], [7.21616113, 44.07154034], [7.21591242, 44.07132496], [7.21555673, 44.07112757], [7.21533906, 44.07088612], [7.21493661, 44.07044966], [7.21453191, 44.07015425], [7.21380776, 44.07003344], [7.21268985, 44.06982554], [7.21214823, 44.07026199], [7.21218443, 44.07067468], [7.21241319, 44.07111187], [7.21259997, 44.07127754], [7.21320175, 44.07169035], [7.2136934, 44.07194509], [7.2146624, 44.07219426]]]}
;06153;;2017-06-29;Zone ad aedificandum;http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/valdeblore-plu;00000615320170629;11;24488;;Aedificand;;PLU de Valdeblore;2008-02-16;{"type": "Polygon", "coordinates": [[[7.173856, 44.1561615], [7.17396965, 44.15614058], [7.17398309, 44.15604931], [7.17384631, 44.15604839], [7.17384799, 44.15606608], [7.17385356, 44.15613509], [7.173856, 44.1561615]]]}
Elargissement à 5 m chemin la Traverse;06153;VOIRIE;2017-06-29;Emplacement réservé;http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/valdeblore-plu;00000615320170629;05;23099;;19;55;PLU de Valdeblore;2008-02-16;{"type": "Polygon", "coordinates": [[[7.19909246, 44.0681975], [7.19914722, 44.06818902], [7.1991129, 44.06810463], [7.19970807, 44.06805965], [7.19972059, 44.0681849], [7.20031671, 44.06812623], [7.20056397, 44.06810272], [7.20056818, 44.0680829], [7.20057855, 44.06806583], [7.20059502, 44.06805862], [7.20059837, 44.06804822], [7.20001297, 44.06810964], [7.19978028, 44.06813505], [7.19976568, 44.068008], [7.19902901, 44.06806642], [7.19903477, 44.06808309], [7.19904678, 44.06811372], [7.19907352, 44.06818976], [7.19909246, 44.0681975]]]}
;06153;;2017-06-29;Zone non-aedificandi;http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/valdeblore-plu;00000615320170629;11;25357;;ZNA;;PLU de Valdeblore;2008-02-16;{"type": "Polygon", "coordinates": [[[7.20833387, 44.06978802], [7.20848329, 44.06968004], [7.2084452, 44.06965528], [7.20839969, 44.0696281], [7.20826154, 44.06955689], [7.20803496, 44.06933974], [7.20795465, 44.06926468], [7.20783927, 44.06915493], [7.20765071, 44.06896831], [7.20754039, 44.06886277], [7.20744146, 44.06879609], [7.20728037, 44.06869197], [7.20711902, 44.06858425], [7.20704728, 44.06853707], [7.20700169, 44.06850719], [7.20681299, 44.06838294], [7.20674183, 44.06833854], [7.20663432, 44.06826408], [7.20658456, 44.06823364], [7.20642532, 44.06816108], [7.20630646, 44.06809039], [7.20622066, 44.06803573], [7.2060718, 44.06793618], [7.20605353, 44.06792418], [7.20594357, 44.06781322], [7.20583928, 44.06770961], [7.20573174, 44.06781045], [7.20570924, 44.06784259], [7.20564721, 44.06793169], [7.20593637, 44.06807409], [7.20602466, 44.06812432], [7.20644375, 44.06840114], [7.20681752, 44.06864029], [7.20699102, 44.0687298], [7.2074525, 44.06897925], [7.20782423, 44.0692701], [7.2080674, 44.0695188], [7.20833387, 44.06978802]]]}
;06153;;2017-06-29;Zone non-aedificandi;http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/valdeblore-plu;00000615320170629;11;25356;;ZNA;;PLU de Valdeblore;2008-02-16;{"type": "Polygon", "coordinates": [[[7.19679705, 44.06982952], [7.19685675, 44.06934943], [7.1966642, 44.06933699], [7.19661739, 44.06933422], [7.1966141, 44.06920695], [7.19537756, 44.06920851], [7.19538071, 44.06939042], [7.19563701, 44.06941486], [7.19579631, 44.06942732], [7.1960051, 44.06944293], [7.19617863, 44.0694534], [7.1961866, 44.06940358], [7.19621925, 44.06941092], [7.19640255, 44.06944707], [7.19659548, 44.06948653], [7.19659457, 44.06949973], [7.19656872, 44.069805], [7.19666206, 44.06981467], [7.19679705, 44.06982952]]]}
;06153;ZONE ROUGE;2017-06-29;Plan de prévention des risques naturels phénomènes avalancheux : zone rouge;http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/valdeblore-plu;00000615320170629;02;;;ROUGE;;PLU de Valdeblore;2008-02-16;{"type": "Polygon", "coordinates": [[[7.18268596, 44.15747043], [7.18264033, 44.15737866], [7.18251604, 44.15726371], [7.18236239, 44.15707944], [7.18213531, 44.15673736], [7.18203413, 44.15657453], [7.18190068, 44.15632738], [7.18183691, 44.15612891], [7.18179252, 44.15592132], [7.18174899, 44.15563639], [7.18133414, 44.15483059], [7.17937557, 44.15539742], [7.1783647, 44.15546863], [7.17830879, 44.1554865], [7.17827325, 44.15550765], [7.17822972, 44.15555292], [7.17822128, 44.15562257], [7.17823082, 44.15568423], [7.17826076, 44.15574916], [7.17830707, 44.15582253], [7.1783441, 44.15590738], [7.17842216, 44.15607383], [7.17847419, 44.15618479], [7.17853347, 44.15629647], [7.17858703, 44.15637338], [7.1786516, 44.15649718], [7.1786686, 44.15661792], [7.17866671, 44.15680644], [7.17865877, 44.15688504], [7.17863637, 44.15696222], [7.17859764, 44.15705274], [7.17858862, 44.15710249], [7.17859546, 44.15715411], [7.17861633, 44.15720636], [7.1786632, 44.157282], [7.17873749, 44.15738096], [7.17876114, 44.15743207], [7.1787645, 44.15745953], [7.17876351, 44.15748617], [7.17874452, 44.15754224], [7.17869477, 44.15762935], [7.17860639, 44.15776847], [7.17858776, 44.15781536], [7.17927257, 44.15772009], [7.17925044, 44.15768227], [7.1791146, 44.15752778], [7.17908493, 44.15743194], [7.17907472, 44.15734751], [7.1790925, 44.157035], [7.17912009, 44.15674025], [7.17917532, 44.15646582], [7.17922223, 44.15617855], [7.17932197, 44.15594145], [7.17956215, 44.15596791], [7.17981275, 44.15601656], [7.18001981, 44.15607641], [7.18017573, 44.1561252], [7.18025877, 44.1561655], [7.18035739, 44.15626125], [7.18043094, 44.15634658], [7.18047054, 44.15637927], [7.18052862, 44.1563915], [7.18068597, 44.15643198], [7.18097853, 44.15656813], [7.18111315, 44.15663224], [7.18122459, 44.15670713], [7.18134408, 44.15681044], [7.18142175, 44.15689621], [7.18144992, 44.15697715], [7.18146229, 44.15709488], [7.18143536, 44.15722685], [7.18132876, 44.15745476], [7.18145526, 44.1575392], [7.18155472, 44.15731061], [7.1815886, 44.15713921], [7.18161121, 44.15704347], [7.18163895, 44.15701127], [7.18170655, 44.15700801], [7.18176796, 44.1570174], [7.18183227, 44.15709867], [7.18192744, 44.1572227], [7.18196873, 44.1573936], [7.18197214, 44.15763363], [7.18268596, 44.15747043]]]}
;06153;ZONE BLEUE;2017-06-29;Plan de prévention des risques naturels mouvements de terrain : aléas modérés;http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/valdeblore-plu;00000615320170629;02;;;BLEU;;PLU de Valdeblore;2008-02-16;{"type": "Polygon", "coordinates": [[[7.2216959, 44.07346919], [7.22238174, 44.07343873], [7.22320475, 44.07331072], [7.22345602, 44.07335422], [7.22396057, 44.07371547], [7.22381734, 44.07350003], [7.22377064, 44.07335285], [7.22390788, 44.07302351], [7.22410722, 44.07271096], [7.22363125, 44.07267601], [7.22280904, 44.07278484], [7.22200346, 44.07280907], [7.22145825, 44.0729363], [7.22158998, 44.07316381], [7.2216959, 44.07346919]]]}
Parking, à l'entrée du hameau La Roche;06153;SUPERSTRUCTURE;2017-06-29;Emplacement réservé;http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/valdeblore-plu;00000615320170629;05;23547;;12;55;PLU de Valdeblore;2008-02-16;{"type": "Polygon", "coordinates": [[[7.1765132, 44.06893184], [7.17647695, 44.06896585], [7.17648014, 44.06897015], [7.17647326, 44.06897852], [7.1765854, 44.06900092], [7.17660952, 44.06900595], [7.1766292, 44.06900159], [7.17665069, 44.06899293], [7.17666537, 44.06898678], [7.17667855, 44.06897898], [7.17668752, 44.06897179], [7.17669581, 44.06896038], [7.17670103, 44.06894811], [7.17670621, 44.06893178], [7.17670917, 44.06890751], [7.17670743, 44.06889998], [7.17669764, 44.06885766], [7.17669732, 44.06884958], [7.17669544, 44.06880222], [7.17668921, 44.06879047], [7.17667582, 44.0687835], [7.17665758, 44.06878204], [7.17664596, 44.06878717], [7.17660855, 44.06882248], [7.1765828, 44.06884591], [7.17656098, 44.06886576], [7.17650974, 44.06890633], [7.1765132, 44.06893184]]]}
;06153;ZONE BLEUE;2017-06-29;Plan de prévention des risques naturels mouvements de terrain : aléas modérés;http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/valdeblore-plu;00000615320170629;02;;;BLEU;;PLU de Valdeblore;2008-02-16;{"type": "Polygon", "coordinates": [[[7.1765044, 44.07146628], [7.17632999, 44.07094357], [7.17592789, 44.07084049], [7.17508953, 44.07086659], [7.17482455, 44.0710557], [7.17510695, 44.07130244], [7.17546127, 44.07137752], [7.17593104, 44.07146545], [7.1765044, 44.07146628]]]}
;06153;;2017-06-29;Zone ad aedificandum;http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/valdeblore-plu;00000615320170629;11;22670;;Aedificand;;PLU de Valdeblore;2008-02-16;{"type": "Polygon", "coordinates": [[[7.17306346, 44.15597843], [7.17314281, 44.15598325], [7.17314425, 44.15596363], [7.17314832, 44.15596447], [7.17315014, 44.15595007], [7.17315329, 44.15592823], [7.17306928, 44.15592313], [7.17306346, 44.15597843]]]}
;06153;ZONE BLEUE;2017-06-29;Plan de prévention des risques naturels mouvements de terrain : aléas modérés;http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/valdeblore-plu;00000615320170629;02;;;BLEU;;PLU de Valdeblore;2008-02-16;{"type": "Polygon", "coordinates": [[[7.20243205, 44.06148264], [7.20279127, 44.06127646], [7.20366262, 44.06038163], [7.20352677, 44.05994217], [7.20191839, 44.05995342], [7.20199679, 44.06032727], [7.20215348, 44.06090417], [7.20242442, 44.06140092], [7.20243205, 44.06148264]]]}
;06153;;2017-06-29;Zone ad aedificandum;http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/valdeblore-plu;00000615320170629;11;25362;;Aedificand;;PLU de Valdeblore;2008-02-16;{"type": "Polygon", "coordinates": [[[7.17282862, 44.15589363], [7.17282792, 44.15589781], [7.17286229, 44.15590037], [7.17287917, 44.15581482], [7.17284347, 44.15581285], [7.17282862, 44.15589363]]]}
