OBJECTID_12,IDMC,JOUR,HEURE,SOURCE,RD,PR,INSEE,COMMUNE,COM1,COM2,COM3,COM4,ACTION,INONDES,INTERVENTI,ROUVERTE,TOTAL,INSEETXT,NUMRD,PR1,ABS,B_geodb_oi,B_OBJECTID,B_ROUTE,B_PR,B_ABS,B_CUMUL,B_CLASSEME,B_RD,B_RD_PR,geodb_oid,OBJECTID,ROUTE,CUMUL,CLASSEMENT,RD_PR,OBJECTID_1,IDROUTE,GESTION,F_overlaps,F_predicate,DATETRAVAU,JOURTRAV,DATECOMPLE,IDMC2,DATEFIN
254,714,20160602000000.000,16h44,ATS,RD2060, ,45082,Châteauneuf,et pont des beignet Plus d’inondation –,route ouverte, , , ,INONDES, ,ROUTES OUVERTES,/ INONDES /   / ROUTES OUVERTES,45082,2060, , , , , , , , , , , , , , , , , , , , , ,20160602164400,1644,20160602,1464878640000,714,1464899940000
255,715,20160602000000.000,16h44,ATS,RD55, ,45340,Villemurlin,inondée,Plus d’inondation –,route ouverte,entre RD59, ,INONDES, ,ROUTES OUVERTES,/ INONDES /   / ROUTES OUVERTES,45340,55, , , , , , , , , , , , , , , , , , , , , ,20160602164400,1644,20160602,1464878640000,715,1464899940000
256,716,20160602000000.000,16h44,ATS,RD143, ,45314,Sully la chapelle,route barrée,Plus d’inondation –,route ouverte,rd 343,ROUTES BARREES, , ,ROUTES OUVERTES,ROUTES BARREES /   /   / ROUTES OUVERTES,45314,143, , , , , , , , , , , , , , , , , , , , , ,20160602164400,1644,20160602,1464878640000,716,1464899940000
257,718,20160602000000.000,16h44,ATS,RD45, ,45245,Ouzouer,Dammarie: Plus d’inondation –,route ouverte, , , ,INONDES, ,ROUTES OUVERTES,/ INONDES /   / ROUTES OUVERTES,45245,45, , , , , , , , , , , , , , , , , , , , , ,20160602164400,1644,20160602,1464878640000,718,1464899940000
258,719,20160602000000.000,16h44,ATS,RD55, ,45324,Tigy,Viglain,inondée :route barrée,:Plus d’inondation –,route ouverte,ROUTES BARREES,INONDES, ,ROUTES OUVERTES,ROUTES BARREES / INONDES /   / ROUTES OUVERTES,45324,55, , , , , , , , , , , , , , , , , , , , , ,20160602164400,1644,20160602,1464878640000,719,1464899940000
259,720,20160602000000.000,16h44,ATS,RD45, ,45245,Ouzouer sur trézée,ouvert,RD 45/47, , , , , ,ROUTES OUVERTES,/   /   / ROUTES OUVERTES,45245,45, , , , , , , , , , , , , , , , , , , , , ,20160602164400,1644,20160602,1464878640000,720,1464899940000
260,721,20160602000000.000,16h44,ATS,RD52, ,45271,St Brisson,autry,signalisation route inondée :Plus d’inondation –,route ouverte, , ,INONDES,SIGNALISATION,ROUTES OUVERTES,/ INONDES / SIGNALISATION / ROUTES OUVERTES,45271,52, , , , , , , , , , , , , , , , , , , , , ,20160602164400,1644,20160602,1464878640000,721,1464899940000
261,722,20160602000000.000,16h44,ATS,RD47, ,45052,Breteau,signalisation route inondée,:Plus d’inondation,–route ouverte, , ,INONDES,SIGNALISATION,ROUTES OUVERTES,/ INONDES / SIGNALISATION / ROUTES OUVERTES,45052,47, , , , , , , , , , , , , , , , , , , , , ,20160602164400,1644,20160602,1464878640000,722,1464899940000
262,723,20160602000000.000,16h44,ATS,RD51, ,45087,Châtillon,Autry,signalisation route inondée à plusieurs endroits :Plus d’inondation,–route ouverte, , ,INONDES,SIGNALISATION,ROUTES OUVERTES,/ INONDES / SIGNALISATION / ROUTES OUVERTES,45087,51, , , , , , , , , , , , , , , , , , , , , ,20160602164400,1644,20160602,1464878640000,723,1464899940000
263,726,20160602000000.000,16h44,ATS,RD2060, ,45082,Châteauneuf,et pont des beignet Plus d’inondation,–route ouverte, , , ,INONDES, ,ROUTES OUVERTES,/ INONDES /   / ROUTES OUVERTES,45082,2060, , , , , , , , , , , , , , , , , , , , , ,20160602164400,1644,20160602,1464878640000,726,1464899940000
264,727,20160602000000.000,16h44,ATS,RD60, ,45153,germigny,Châteauneuf,½ chaussée inondée :Plus d’inondation –,route ouverte, , ,INONDES, ,ROUTES OUVERTES,/ INONDES /   / ROUTES OUVERTES,45153,60, , , , , , , , , , , , , , , , , , , , , ,20160602164400,1644,20160602,1464878640000,727,1464899940000
265,728,20160602000000.000,16h44,ATS,RD10, ,45082,Châteauneuf,Vitry,½ chaussée inondée :Plus d’inondation,–route ouverte, , ,INONDES, ,ROUTES OUVERTES,/ INONDES /   / ROUTES OUVERTES,45082,10, , , , , , , , , , , , , , , , , , , , , ,20160602164400,1644,20160602,1464878640000,728,1464899940000
266,729,20160602000000.000,16h44,ATS,RD951, ,45280,Saint Gondon,Lion en Sullias,route inondée sur demi chaussée  :Plus d’inondation –,route ouverte, , ,INONDES, ,ROUTES OUVERTES,/ INONDES /   / ROUTES OUVERTES,45280,951, , , , , , , , , , , , , , , , , , , , , ,20160602164400,1644,20160602,1464878640000,729,1464899940000
267,730,20160602000000.000,16h44,ATS,RD51, ,45171,Isdes,Cerdon,½ chaussée inondée  :Plus d’inondation,–route ouverte, , ,INONDES, ,ROUTES OUVERTES,/ INONDES /   / ROUTES OUVERTES,45171,51, , , , , , , , , , , , , , , , , , , , , ,20160602164400,1644,20160602,1464878640000,730,1464899940000
268,732,20160602000000.000,16h44,ATS,RD11, ,45082,châteauneuf,fay,PR 10 inondation1/2 largeur de chaussée (balisage) –,plus d’inondation, , , ,BALISAGE,ROUTES OUVERTES,/   / BALISAGE / ROUTES OUVERTES,45082,11, , , , , , , , , , , , , , , , , , , , , ,20160602164400,1644,20160602,1464878640000,732,1464899940000
269,733,20160602000000.000,16h44,ATS,RD57, ,45180,Langesse,Les Choux,devant étang communal,plus d’inondation, , , , ,ROUTES OUVERTES,/   /   / ROUTES OUVERTES,45180,57, , , , , , , , , , , , , , , , , , , , , ,20160602164400,1644,20160602,1464878640000,733,1464899940000
270,734,20160602000000.000,16h44,ATS,RD59, ,45315,Sully,Isdes,chaussée légèrement inondée (balisage),Plus d’inondation,–route ouverte, ,INONDES,BALISAGE,ROUTES OUVERTES,/ INONDES / BALISAGE / ROUTES OUVERTES,45315,59, , , , , , , , , , , , , , , , , , , , , ,20160602164400,1644,20160602,1464878640000,734,1464899940000
271,735,20160602000000.000,16h44,ATS,RD951, ,45315,Sully,Tigy,. 2 zones par ½ chaussée face à des cours d’eau. (balisage) :Plus d’inondation –,route ouverte, , , ,BALISAGE,ROUTES OUVERTES,/   / BALISAGE / ROUTES OUVERTES,45315,951, , , , , , , , , , , , , , , , , , , , , ,20160602164400,1644,20160602,1464878640000,735,1464899940000
272,736,20160602000000.000,17h10,maire Lailly-en-Val,RD19, ,45179,Lailly-en-Val,montée de l'eau sur la chaussée (15cm depuis 16h00 où la chaussée était sèche). Demande passage des véhicules en alternat sur 1 voie, , , ,ALTERNAT, , , ,ALTERNAT /   /   /,45179,19, , , , , , , , , , , , , , , , , , , , , ,20160602171000,1710,20160602,1464880200000,736,1464899940000
273,737,20160602000000.000,19h20,ATP, , ,45191,Malesherbes,giratoire,RD 2152-,RD 949 barré. Gendarmerie sur site pour gérer inondation,RD 2152-,ROUTES BARREES,INONDES, , ,ROUTES BARREES / INONDES /   /,45191, , , , , , , , , , , , , , , , , , , , , , ,20160602192000,1920,20160602,1464888000000,737,1464899940000
274,740,20160602000000.000,22h39,maire de Chantecoq,RD32, ,45073,Chantecoq,de nouveau inondée,551 rue de l'Allaume,en direction de Courtenay. Demande de signalisation., , ,INONDES, , ,/ INONDES /   /,45073,32, , , , , , , , , , , , , , , , , , , , , ,20160602223900,2239,20160602,1464899940000,740,1464899940000
275,502,20160602000000.000,12h03,ATO,RD45D0502,"PR	0+0	2",45055,Bricy,"	oi",entre Huêtre et Bricy chaussée inondée route barrée, , ,ROUTES BARREES,INONDES, , ,ROUTES BARREES / INONDES /   /,45055,502,"	0","0	2", , , , , , , , , , , , , , , , , , , ,20160602120300,1203,20160602,1464861780000,502,1464899940000
276,624,20160602000000.000,15h34,ATM,RD40,"	0	",45068,"			Châlette/Loing", , , , , ,INONDES, , ,/ INONDES /   /,45068,40,"	0	",0, , , , , , , , , , , , , , , , , , , ,20160602153400,1534,20160602,1464874440000,624,1464899940000
277,625,20160602000000.000,15h34,ATM,RD40,"	1+300	",45104,"			Corquilleroy", , , , , ,INONDES, , ,/ INONDES /   /,45104,40,"	1","300	", , , , , , , , , , , , , , , , , , , ,20160602153400,1534,20160602,1464874440000,625,1464899940000
278,641,20160602000000.000,15h34,ATM,RD961,"	1+000	",45338,Villemandeur,- route barré dans les 2 sens non circulable déviée par RD39, , , ,ROUTES BARREES,NON CIRCULABLE,DEVIATION, ,ROUTES BARREES / NON CIRCULABLE / DEVIATION /,45338,961,"	1","000	", , , , , , , , , , , , , , , , , , , ,20160602153400,1534,20160602,1464874440000,641,1464899940000
279,495,20160602000000.000,12h03,ATO,RD45D0064,"PR	12+	250",45309,Sennely,"	oui	",PR0+500  entre Marcilly et Sennely  OA effondré route barrée, , ,ROUTES BARREES,INONDES, , ,ROUTES BARREES / INONDES /   /,45309,64,"	12","	250", , , , , , , , , , , , , , , , , , , ,20160602120300,1203,20160602,1464861780000,495,1464899940000
280,676,20160602000000.000,16h31,ATO,45D0064,"PR	12+	250",45309,sennely,"	oui","	PR0+500  entre Marcilly et Sennely  OA effondré route barrée", , ,ROUTES BARREES,INONDES, , ,ROUTES BARREES / INONDES /   /,45309,64,"	12","	250", , , , , , , , , , , , , , , , , , , ,20160602163100,1631,20160602,1464877860000,676,1464899940000
281,623,20160602000000.000,15h34,ATM,RD36,"	14+000",45307,"			La Selle sur le Bied", , , , , ,INONDES, , ,/ INONDES /   /,45307,36,"	14",000, , , , , , , , , , , , , , , , , , , ,20160602153400,1534,20160602,1464874440000,623,1464899940000
282,679,20160602000000.000,16h31,ATO,45D0108,"PR	15+	200",45193,Marcilly,"		entre Saint Cyr et Marcilly  circulation rétablie avec alternat feux tricolores PR 5+300", , , ,ALTERNAT, , ,CIRCULATION RETABLIE,ALTERNAT /   /   / CIRCULATION RETABLIE,45193,108,"	15","	200", , , , , , , , , , , , , , , , , , , ,20160602163100,1631,20160602,1464877860000,679,1464899940000
283,499,20160602000000.000,12h03,ATO,RD45D0124,"PR	16+	70",45034,Boigny sur bionne,"	oui	",traverse de Boigny sur bionne circulation rétablie, , ,ROUTES BARREES,INONDES, , ,ROUTES BARREES / INONDES /   /,45034,124,"	16",0, , , , , , , , , , , , , , , , , , , ,20160602120300,1203,20160602,1464861780000,499,1464899940000
284,493,20160602000000.000,12h03,ATO,RD45D0017,"PR	17+	0",45309,sennely,"	oui	",route barrée entre mensetreau et sennely, , ,ROUTES BARREES,INONDES, , ,ROUTES BARREES / INONDES /   /,45309,17,"	17",0, , , , , , , , , , , , , , , , , , , ,20160602120300,1203,20160602,1464861780000,493,1464899940000
285,496,20160602000000.000,12h03,ATO,RD45D0097,"PR	17+	508",45289,Saint Lyé la Forêt,"	oui	",entre fleury les aubrais et Saint Lyé la Forêt chaussée inondée route barrée, , ,ROUTES BARREES,INONDES, , ,ROUTES BARREES / INONDES /   /,45289,97,"	17","	508", , , , , , , , , , , , , , , , , , , ,20160602120300,1203,20160602,1464861780000,496,1464899940000
286,675,20160602000000.000,16h31,ATO,45D0017,"PR	17+	0",45309,sennely,"	oui","	route barrée entre mensetreau et sennely", , ,ROUTES BARREES,INONDES, , ,ROUTES BARREES / INONDES /   /,45309,17,"	17",0, , , , , , , , , , , , , , , , , , , ,20160602163100,1631,20160602,1464877860000,675,1464899940000
287,677,20160602000000.000,16h31,ATO,45D0097,"PR	17+	508",45147,fleury les aubrais,"	oui","	entre fleury les aubrais et Saint Lyé la Forêt chaussée inondée route barrée", , ,ROUTES BARREES,INONDES, , ,ROUTES BARREES / INONDES /   /,45147,97,"	17","	508", , , , , , , , , , , , , , , , , , , ,20160602163100,1631,20160602,1464877860000,677,1464899940000
288,511,20160602000000.000,12h03,ATO,RD45D2020,"PR	19+	500",45062,Cercottes,"	PL	",entre Chevilly et Cercottes chaussée  inondée circulation difficile, , , ,INONDES, , ,/ INONDES /   /,45062,2020,"	19","	500", , , , , , , , , , , , , , , , , , , ,20160602120300,1203,20160602,1464861780000,511,1464899940000
289,622,20160602000000.000,15h34,ATM,RD32,"	19+000",45287,"			St Loup de Gonois -",route barrée LD Montplaisir et le Pressoir, , , ,ROUTES BARREES, , , ,ROUTES BARREES /   /   /,45287,32,"	19",000, , , , , , , , , , , , , , , , , , , ,20160602153400,1534,20160602,1464874440000,622,1464899940000
290,687,20160602000000.000,16h31,ATO,45D2020,"PR	19+	500",45062,Cercottes,"	PL","	entre Chevilly et Cercottes chaussée  inondée circulation difficile", , , ,INONDES, , ,/ INONDES /   /,45062,2020,"	19","	500", , , , , , , , , , , , , , , , , , , ,20160602163100,1631,20160602,1464877860000,687,1464899940000
291,513,20160602000000.000,12h03,ATO,RD45D2701,"PR	2+	780",45302,Saran,"	oui	",fermée de l’ancienne RD 2020 Saran jusqu’au péage Nord, , ,ROUTES BARREES,INONDES, , ,ROUTES BARREES / INONDES /   /,45302,2701,"	2","	780", , , , , , , , , , , , , , , , , , , ,20160602120300,1203,20160602,1464861780000,513,1464899940000
292,629,20160602000000.000,15h34,ATM,RD94,"	2+500	",45068,Châlette/Loing, , , , , ,INONDES, , ,/ INONDES /   /,45068,94,"	2","500	", , , , , , , , , , , , , , , , , , , ,20160602153400,1534,20160602,1464874440000,629,1464899940000
293,640,20160602000000.000,15h34,ATM,RD943,"	2+000	",45004,Amilly,- Circulation rétablie avec un alternat B15 C18, , , ,ALTERNAT, , ,CIRCULATION RETABLIE,ALTERNAT /   /   / CIRCULATION RETABLIE,45004,943,"	2","000	", , , , , , , , , , , , , , , , , , , ,20160602153400,1534,20160602,1464874440000,640,1464899940000
294,681,20160602000000.000,16h31,ATO,45D0502,"PR	2+	615",45055,Bricy,"	oui","	entre Huêtre et Bricy chaussée inondée route barrée", , ,ROUTES BARREES,INONDES, , ,ROUTES BARREES / INONDES /   /,45055,502,"	2","	615", , , , , , , , , , , , , , , , , , , ,20160602163100,1631,20160602,1464877860000,681,1464899940000
295,689,20160602000000.000,16h31,ATO,45D2701,"PR	2+	780",45302,Saran,"	oui","	fermée de l’ancienne RD 2020 Saran jusqu’au péage Nord", , ,ROUTES BARREES,INONDES, , ,ROUTES BARREES / INONDES /   /,45302,2701,"	2","	780", , , , , , , , , , , , , , , , , , , ,20160602163100,1631,20160602,1464877860000,689,1464899940000
296,646,20160602000000.000,15h34,ATM,RD2060,"	22+000",45004,Amilly,"- Echangeur Maltaverne réouvert,  pompes en marche forcée jusqu’à nouvel ordre,", ,"- Echangeur Maltaverne réouvert,  pompes en marche forcée jusqu’à nouvel ordre,", , , , ,ROUTES OUVERTES,/   /   / ROUTES OUVERTES,45004,2060,"	22",000, , , , , , , , , , , , , , , , , , , ,20160602153400,1534,20160602,1464874440000,646,1464899940000
297,645,20160602000000.000,15h34,ATM,RD2060,"	24+000",45004,Amilly,- Circulation rétablie avec dévoiement dans les 2 sens, , , , , , ,CIRCULATION RETABLIE,/   /   / CIRCULATION RETABLIE,45004,2060,"	24",000, , , , , , , , , , , , , , , , , , , ,20160602153400,1534,20160602,1464874440000,645,1464899940000
298,643,20160602000000.000,15h34,ATM,RD2060,"	28	",45338,"	Villemandeur",- Circulation rétablie sur la voie lente (sens Courtenay-Orléans), , , , , , ,CIRCULATION RETABLIE,/   /   / CIRCULATION RETABLIE,45338,2060,"	28	",0, , , , , , , , , , , , , , , , , , , ,20160602153400,1534,20160602,1464874440000,643,1464899940000
299,509,20160602000000.000,12h03,ATO,RD45D0922,"PR	3+	800",45146,La Ferté Saint Aubin,"				""La ferté "" La cane"" circulation normale", , , , , , ,CIRCULATION NORMALE,/   /   / CIRCULATION NORMALE,45146,922,"	3",800, , , , , , , , , , , , , , , , , , , ,20160602120300,1203,20160602,1464861780000,509,1464899940000
300,642,20160602000000.000,15h34,ATM,RD2007,"	3+000	",45127,Dordives,"	Traversée de Dordives", , , , ,INONDES, , ,/ INONDES /   /,45127,2007,"	3","000	", , , , , , , , , , , , , , , , , , , ,20160602153400,1534,20160602,1464874440000,642,1464899940000
301,490,20160602000000.000,12h03,ATO,RD45D0012,"PR	6+	0",45173,Jargeau,"	oui	",route barrée  entre Jargeau et Vienne en Val, , ,ROUTES BARREES,INONDES, , ,ROUTES BARREES / INONDES /   /,45173,12,"	6",0, , , , , , , , , , , , , , , , , , , ,20160602120300,1203,20160602,1464861780000,490,1464899940000
302,507,20160602000000.000,12h03,ATO,RD45D0836,"PR	6+	800",45055,Bricy,"	oui	",entre Bricy et D 935  chaussée inondée route barrée, , ,ROUTES BARREES,INONDES, , ,ROUTES BARREES / INONDES /   /,45055,836,"	6","	800", , , , , , , , , , , , , , , , , , , ,20160602120300,1203,20160602,1464861780000,507,1464899940000
303,672,20160602000000.000,16h31,ATO,45D0012,"PR	6+	0",45173,Jargeau,"	oui","	route barrée  entre Jargeau et Vienne en Val", , ,ROUTES BARREES,INONDES, , ,ROUTES BARREES / INONDES /   /,45173,12,"	6",0, , , , , , , , , , , , , , , , , , , ,20160602163100,1631,20160602,1464877860000,672,1464899940000
304,489,20160602000000.000,12h03,ATO,RD45D0003,"PR	7+	200",45167,Huisseau sur Mauves,"	oui	",barrée au niveau du PR 2+700 soit entre RD 2152 et Huisseau sur Mauves, , ,ROUTES BARREES,INONDES, , ,ROUTES BARREES / INONDES /   /,45167,3,"	7","	200", , , , , , , , , , , , , , , , , , , ,20160602120300,1203,20160602,1464861780000,489,1464899940000
305,505,20160602000000.000,12h03,ATO,RD45D0702,"PR	7+	262",45154,Gidy,"	oui	",entre Gidy et Centre pénitencier chaussée inondée route barrée., , ,ROUTES BARREES,INONDES, , ,ROUTES BARREES / INONDES /   /,45154,702,"	7","	262", , , , , , , , , , , , , , , , , , , ,20160602120300,1203,20160602,1464861780000,505,1464899940000
306,671,20160602000000.000,16h31,ATO,45D0003,"PR	7+	200",45167,Huisseau sur Mauves,"	oui	",barrée au niveau du PR 2+700 soit entre RD 2152 et Huisseau sur Mauves, , ,ROUTES BARREES,INONDES, , ,ROUTES BARREES / INONDES /   /,45167,3,"	7","	200", , , , , , , , , , , , , , , , , , , ,20160602163100,1631,20160602,1464877860000,671,1464899940000
307,684,20160602000000.000,16h31,ATO,45D0702,"PR	7+	262",45154,Gidy,"	oui","	entre Gidy et Centre pénitencier chaussée inondée route barrée.", , ,ROUTES BARREES,INONDES, , ,ROUTES BARREES / INONDES /   /,45154,702,"	7","	262", , , , , , , , , , , , , , , , , , , ,20160602163100,1631,20160602,1464877860000,684,1464899940000
308,500,20160602000000.000,12h03,ATO,RD45D0125,"PR	8+	6",45093,Chevilly,"	oui	",entre Chevilly et Saint Lyé la forêt chaussée inondée, , ,ROUTES BARREES,INONDES, , ,ROUTES BARREES / INONDES /   /,45093,125,"	8",0, , , , , , , , , , , , , , , , , , , ,20160602120300,1203,20160602,1464861780000,500,1464899940000
309,680,20160602000000.000,16h31,ATO,"45D0125	","PR	8+	6",45093,Chevilly,"	oui","	entre Chevilly et Saint Lyé la forêt chaussée inondée", ,route barrée,ROUTES BARREES,INONDES, , ,ROUTES BARREES / INONDES /   /,45093,"125	","	8",0, , , , , , , , , , , , , , , , , , , ,20160602163100,1631,20160602,1464877860000,680,1464899940000
310,497,20160602000000.000,12h03,ATO,RD45D0102,"PR	9+	0",45062,Cercottes,"	oui	",entre  Cercottes  et Huêtre chaussée inondée route barrée, , ,ROUTES BARREES,INONDES, , ,ROUTES BARREES / INONDES /   /,45062,102,"	9",0, , , , , , , , , , , , , , , , , , , ,20160602120300,1203,20160602,1464861780000,497,1464899940000
311,636,20160602000000.000,15h34,ATM,RD315,"	9+000	",45091,Chevannes,- route barrée, , , ,ROUTES BARREES, , , ,ROUTES BARREES /   /   /,45091,315,"	9","000	", , , , , , , , , , , , , , , , , , , ,20160602153400,1534,20160602,1464874440000,636,1464899940000
312,678,20160602000000.000,16h31,ATO,"45D0102	","PR	9+	0",45062,Cercottes,"	oui","	entre  Cercottes  et Huêtre chaussée inondée route barrée", , ,ROUTES BARREES,INONDES, , ,ROUTES BARREES / INONDES /   /,45062,"102	","	9",0, , , , , , , , , , , , , , , , , , , ,20160602163100,1631,20160602,1464877860000,678,1464899940000
313,686,20160602000000.000,16h31,ATO,45D0836,"PR6	+800",45055,Bricy,"	oui","	entre Bricy et D 935  chaussée inondée route barrée", , ,ROUTES BARREES,INONDES, , ,ROUTES BARREES / INONDES /   /,45055,836,"6	",800, , , , , , , , , , , , , , , , , , , ,20160602163100,1631,20160602,1464877860000,686,1464899940000
314,629,20160602000000.000,15h34,ATM,94,2,45068,Châlette/Loing, , , , , ,INONDES, , ,/ INONDES /   /,45068,94,"	2",0, ,6159,45 D0094,2,0,2014,Catégorie 3,94,D94 PR2+0,2829, , ,2014,Catégorie 3,D94 PR2+0,2829, ,45 G0165,1,20160602153400,1534,20160602,1464874440000,629,1464899940000
