% Requête :select s.senmat as "Matricule", s.quacod as "Qualité", s.sennomuse as "Nom usuel", s.senprenomuse as "Prénom usuel", s.etasencod as "État Sénateur",
% c.COMLIBAMELI as "Nom commission", typ.TYPORGLIB as "Type commission", mc.MEMCOMID as "Id d'appartenance",  mc.MEMCOMDATDEB as "Début d'appartenance", mc.memcomdatfin as "Fin d'appartenance",
% fmc.FONMEMCOMID as "Id de fonction",
% fmc.FONMEMCOMDATDEB as "Début de fonction", fmc.FONMEMCOMDATFIN as "Fin de fonction",
% fc.FONCOMLIB as "Fonction"
% from senateurs.sen s
% inner join senateurs.memcom mc ON s.senmat = mc.senmat
% inner join senateurs.com c on mc.ORGCOD = c.ORGCOD
% inner join senateurs.fonmemcom fmc on mc.MEMCOMID = fmc.memcomid
% inner join senateurs.foncom fc on fmc.FONCOMCOD = fc.FONCOMCOD
% inner join senateurs.typorg typ on c.TYPORGCOD = typ.TYPORGCOD
% where s.etasencod in ('ACTIF', 'ANCIEN') 
% and c.EVETEMPUB = 'OUI'
% and mc.EVETEMPUB = 'OUI'
% and fmc.EVETEMPUB = 'OUI'
% order by s.sennomuse, s.senprenomuse, s.senmat, mc.MEMCOMDATDEB, fmc.fonmemcomdatdeb
% Aucun paramètre
% 14723 ligne(s) de résultat
Matricule,Qualité,Nom usuel,Prénom usuel,État Sénateur,Nom commission,Type commission,Id d'appartenance,Début d'appartenance,Fin d'appartenance,Id de fonction,Début de fonction,Fin de fonction,Fonction
000425,M.,Ahmed,Abdallah Abderamane,ANCIEN,,Commission du Sénat de la Communauté,10982,,,13162,,," "
11076S,Mme,Aïchi,Leila,ANCIEN,,Commission mixte paritaire,8498,2012-01-25 00:00:00.0,2017-10-01 00:00:00.0,10140,2012-01-25 00:00:00.0,2017-10-01 00:00:00.0," "
11076S,Mme,Aïchi,Leila,ANCIEN,"Mission commune d'information sur le fonctionnement, la méthodologie et la crédibilité des agences de notation","Mission commune d'information ",8542,2012-02-15 00:00:00.0,2012-10-01 00:00:00.0,10189,2012-02-15 00:00:00.0,2012-02-21 00:00:00.0," "
11076S,Mme,Aïchi,Leila,ANCIEN,"Mission commune d'information sur le fonctionnement, la méthodologie et la crédibilité des agences de notation","Mission commune d'information ",8542,2012-02-15 00:00:00.0,2012-10-01 00:00:00.0,10439,2012-02-22 00:00:00.0,2012-10-01 00:00:00.0,Vice-Président
11076S,Mme,Aïchi,Leila,ANCIEN,,Commission mixte paritaire,10488,2014-05-26 00:00:00.0,2017-10-01 00:00:00.0,12540,2014-05-26 00:00:00.0,2017-10-01 00:00:00.0," "
11076S,Mme,Aïchi,Leila,ANCIEN,Commission d'enquête sur le coût économique et financier de la pollution de l'air,Commission d'enquête,11279,2015-02-18 00:00:00.0,2015-07-15 00:00:00.0,13372,2015-02-18 00:00:00.0,2015-03-04 00:00:00.0," "
11076S,Mme,Aïchi,Leila,ANCIEN,Commission d'enquête sur le coût économique et financier de la pollution de l'air,Commission d'enquête,11279,2015-02-18 00:00:00.0,2015-07-15 00:00:00.0,13406,2015-03-05 00:00:00.0,2015-07-15 00:00:00.0,Rapporteur
11076S,Mme,Aïchi,Leila,ANCIEN,,Commission mixte paritaire,11608,2015-07-08 00:00:00.0,2017-10-01 00:00:00.0,13752,2015-07-08 00:00:00.0,2017-10-01 00:00:00.0," "
11076S,Mme,Aïchi,Leila,ANCIEN,mission d'information sur l'accord UE/Turquie relatif à la crise des réfugiés,"Mission commune d'information ",12162,2016-04-27 00:00:00.0,2016-10-14 00:00:00.0,14309,2016-04-27 00:00:00.0,2016-05-02 00:00:00.0," "
11076S,Mme,Aïchi,Leila,ANCIEN,mission d'information sur l'accord UE/Turquie relatif à la crise des réfugiés,"Mission commune d'information ",12162,2016-04-27 00:00:00.0,2016-10-14 00:00:00.0,14351,2016-05-03 00:00:00.0,2016-10-14 00:00:00.0,Vice-Président
000260,M.,Al Sid Cheikh,Cheikh,ANCIEN,commission de la culture,Commission permanente,1063,,1962-07-04 00:00:00.0,1610,,1962-07-04 00:00:00.0," "
58343H,Mme,Alduy,Jacqueline,ANCIEN,commission de la culture,Commission permanente,1500,,1983-10-02 00:00:00.0,2031,,1983-10-02 00:00:00.0," "
01006K,M.,Alduy,Jean-Paul,ANCIEN,Aucune (Président du Sénat),Commission permanente,810,2001-10-01 00:00:00.0,2001-10-03 00:00:00.0,1213,2001-10-01 00:00:00.0,2001-10-03 00:00:00.0," "
01006K,M.,Alduy,Jean-Paul,ANCIEN,commission de l'économie,Commission permanente,656,2001-10-03 00:00:00.0,2008-10-06 00:00:00.0,757,2001-10-03 00:00:00.0,2008-10-06 00:00:00.0," "
01006K,M.,Alduy,Jean-Paul,ANCIEN,Commission spéciale,Commission spéciale,968,2003-02-12 00:00:00.0,2003-07-21 00:00:00.0,1381,2003-02-12 00:00:00.0,2003-07-21 00:00:00.0," "
01006K,M.,Alduy,Jean-Paul,ANCIEN,,Commission mixte paritaire,1812,2003-05-15 00:00:00.0,2011-09-30 00:00:00.0,2372,2003-05-15 00:00:00.0,2011-09-30 00:00:00.0," "
01006K,M.,Alduy,Jean-Paul,ANCIEN,,Commission mixte paritaire,1923,2003-07-15 00:00:00.0,2011-09-30 00:00:00.0,2532,2003-07-15 00:00:00.0,2011-09-30 00:00:00.0," "
01006K,M.,Alduy,Jean-Paul,ANCIEN,,Commission mixte paritaire,1951,2003-07-23 00:00:00.0,2011-09-30 00:00:00.0,2560,2003-07-23 00:00:00.0,2011-09-30 00:00:00.0," "
01006K,M.,Alduy,Jean-Paul,ANCIEN,"Mission commune d'information ""Banlieues""","Mission commune d'information ",3137,2005-12-22 00:00:00.0,2006-11-06 00:00:00.0,4057,2005-12-22 00:00:00.0,2006-11-06 00:00:00.0," "
01006K,M.,Alduy,Jean-Paul,ANCIEN,,Commission mixte paritaire,3314,2006-06-08 00:00:00.0,2006-06-21 00:00:00.0,4233,2006-06-08 00:00:00.0,2006-06-21 00:00:00.0," "
01006K,M.,Alduy,Jean-Paul,ANCIEN,commission des affaires étrangères,Commission permanente,4309,2008-10-07 00:00:00.0,2009-07-20 00:00:00.0,5249,2008-10-07 00:00:00.0,2009-07-20 00:00:00.0," "
01006K,M.,Alduy,Jean-Paul,ANCIEN,commission des finances,Commission permanente,6866,2009-07-21 00:00:00.0,2011-09-30 00:00:00.0,8308,2009-07-21 00:00:00.0,2011-09-30 00:00:00.0," "
01006K,M.,Alduy,Jean-Paul,ANCIEN,Mission commune d'information sur les toxicomanies,"Mission commune d'information ",7417,2010-10-20 00:00:00.0,2011-09-30 00:00:00.0,8917,2010-10-20 00:00:00.0,2011-09-30 00:00:00.0," "
01006K,M.,Alduy,Jean-Paul,ANCIEN,Mission commune d'information relative à Pôle Emploi,"Mission commune d'information ",7652,2011-02-02 00:00:00.0,2011-09-30 00:00:00.0,9151,2011-02-02 00:00:00.0,2011-09-30 00:00:00.0,Rapporteur
59213C,M.,Alduy,Paul,ANCIEN,commission des affaires étrangères,Commission permanente,1501,,1992-10-01 00:00:00.0,2032,,1992-10-01 00:00:00.0," "
57773X,Mme,Alexandre Debray,Janine,ANCIEN,commission des affaires étrangères,Commission permanente,1064,,1977-10-02 00:00:00.0,1611,,1977-10-02 00:00:00.0," "
01065W,M.,Alfonsi,Nicolas,ANCIEN,Aucune (Président du Sénat),Commission permanente,828,2001-10-01 00:00:00.0,2002-01-15 00:00:00.0,1233,2001-10-01 00:00:00.0,2002-01-15 00:00:00.0," "
01065W,M.,Alfonsi,Nicolas,ANCIEN,commission de la culture,Commission permanente,829,2002-01-15 00:00:00.0,2002-10-01 00:00:00.0,1234,2002-01-15 00:00:00.0,2002-10-01 00:00:00.0," "
01065W,M.,Alfonsi,Nicolas,ANCIEN,commission des lois,Commission permanente,863,2002-10-01 00:00:00.0,2014-09-30 00:00:00.0,1278,2002-10-01 00:00:00.0,2008-10-07 00:00:00.0," "
01065W,M.,Alfonsi,Nicolas,ANCIEN,commission des lois,Commission permanente,863,2002-10-01 00:00:00.0,2014-09-30 00:00:00.0,5343,2008-10-08 00:00:00.0,2014-09-30 00:00:00.0,Vice-Président
01065W,M.,Alfonsi,Nicolas,ANCIEN,,Commission mixte paritaire,2747,2004-10-20 00:00:00.0,2014-09-30 00:00:00.0,3659,2004-10-20 00:00:00.0,2014-09-30 00:00:00.0," "
01065W,M.,Alfonsi,Nicolas,ANCIEN,,Commission mixte paritaire,3036,2005-11-04 00:00:00.0,2014-09-30 00:00:00.0,3944,2005-11-04 00:00:00.0,2014-09-30 00:00:00.0," "
01065W,M.,Alfonsi,Nicolas,ANCIEN,,Commission mixte paritaire,3115,2005-12-15 00:00:00.0,2014-09-30 00:00:00.0,4035,2005-12-15 00:00:00.0,2014-09-30 00:00:00.0," "
01065W,M.,Alfonsi,Nicolas,ANCIEN,,Commission mixte paritaire,3229,2006-02-28 00:00:00.0,2014-09-30 00:00:00.0,4148,2006-02-28 00:00:00.0,2014-09-30 00:00:00.0," "
01065W,M.,Alfonsi,Nicolas,ANCIEN,,Commission mixte paritaire,3604,2007-02-14 00:00:00.0,2007-02-20 00:00:00.0,4522,2007-02-14 00:00:00.0,2007-02-20 00:00:00.0," "
01065W,M.,Alfonsi,Nicolas,ANCIEN,,Commission mixte paritaire,3590,2007-02-15 00:00:00.0,2007-02-20 00:00:00.0,4508,2007-02-15 00:00:00.0,2007-02-20 00:00:00.0," "
01065W,M.,Alfonsi,Nicolas,ANCIEN,,Commission mixte paritaire,3702,2007-07-19 00:00:00.0,2014-09-30 00:00:00.0,4618,2007-07-19 00:00:00.0,2014-09-30 00:00:00.0," "
01065W,M.,Alfonsi,Nicolas,ANCIEN,,Commission mixte paritaire,3931,2008-01-31 00:00:00.0,2008-02-04 00:00:00.0,4846,2008-01-31 00:00:00.0,2008-02-04 00:00:00.0," "
01065W,M.,Alfonsi,Nicolas,ANCIEN,commission des affaires européennes,Commission européenne,8232,2011-10-01 00:00:00.0,2014-09-30 00:00:00.0,9848,2011-10-01 00:00:00.0,2014-09-30 00:00:00.0," "
01065W,M.,Alfonsi,Nicolas,ANCIEN,,Commission mixte paritaire,8854,2012-07-24 00:00:00.0,2014-09-30 00:00:00.0,10552,2012-07-24 00:00:00.0,2014-09-30 00:00:00.0," "
01065W,M.,Alfonsi,Nicolas,ANCIEN,,Commission mixte paritaire,9081,2012-12-13 00:00:00.0,2014-09-30 00:00:00.0,10794,2012-12-13 00:00:00.0,2014-09-30 00:00:00.0," "
000087,M.,Allies,Charles,ANCIEN,commission des finances,Commission permanente,1065,,1980-10-01 00:00:00.0,1612,,1980-10-01 00:00:00.0," "
14133K,M.,Allizard,Pascal,ACTIF,Aucune (Président du Sénat),Commission permanente,10003,2014-10-01 00:00:00.0,2014-10-07 00:00:00.0,11835,2014-10-01 00:00:00.0,2014-10-07 00:00:00.0," "
14133K,M.,Allizard,Pascal,ACTIF,commission de la culture,Commission permanente,10181,2014-10-08 00:00:00.0,2017-01-10 00:00:00.0,12013,2014-10-08 00:00:00.0,2017-01-10 00:00:00.0," "
14133K,M.,Allizard,Pascal,ACTIF,commission des affaires européennes,Commission européenne,10231,2014-10-09 00:00:00.0,,12144,2014-10-09 00:00:00.0,2017-10-04 00:00:00.0," "
14133K,M.,Allizard,Pascal,ACTIF,commission des affaires européennes,Commission européenne,10231,2014-10-09 00:00:00.0,,16160,2017-10-05 00:00:00.0,2020-10-06 00:00:00.0," "
14133K,M.,Allizard,Pascal,ACTIF,commission des affaires européennes,Commission européenne,10231,2014-10-09 00:00:00.0,,19335,2020-10-07 00:00:00.0,," "
14133K,M.,Allizard,Pascal,ACTIF,Mission commune d'information sur la commande publique,"Mission commune d'information ",11368,2015-04-08 00:00:00.0,2015-10-14 00:00:00.0,13480,2015-04-08 00:00:00.0,2015-05-12 00:00:00.0," "
14133K,M.,Allizard,Pascal,ACTIF,Mission commune d'information sur la commande publique,"Mission commune d'information ",11368,2015-04-08 00:00:00.0,2015-10-14 00:00:00.0,13531,2015-05-13 00:00:00.0,2015-10-14 00:00:00.0,Vice-Président
14133K,M.,Allizard,Pascal,ACTIF,"Mission d'information sur l'organisation, la place et le financement de l'Islam en France et de ses lieux de culte","Mission commune d'information ",11527,2015-12-16 00:00:00.0,2016-07-10 00:00:00.0,13663,2015-12-16 00:00:00.0,2016-07-10 00:00:00.0," "
14133K,M.,Allizard,Pascal,ACTIF,mission d'information sur l'accord UE/Turquie relatif à la crise des réfugiés,"Mission commune d'information ",12163,2016-04-27 00:00:00.0,2016-10-14 00:00:00.0,14310,2016-04-27 00:00:00.0,2016-10-14 00:00:00.0," "
14133K,M.,Allizard,Pascal,ACTIF,ARCHITECTURE,Commission mixte paritaire,12323,2016-06-08 00:00:00.0,2016-06-15 00:00:00.0,14494,2016-06-08 00:00:00.0,2016-06-15 00:00:00.0," "
14133K,M.,Allizard,Pascal,ACTIF,"CE Frontières européennes, contrôle des flux des personnes et des marchandises en Europe et avenir de l'espace Schengen",Commission d'enquête,12635,2016-11-22 00:00:00.0,2017-06-12 00:00:00.0,14839,2016-11-22 00:00:00.0,2016-11-28 00:00:00.0," "
14133K,M.,Allizard,Pascal,ACTIF,"CE Frontières européennes, contrôle des flux des personnes et des marchandises en Europe et avenir de l'espace Schengen",Commission d'enquête,12635,2016-11-22 00:00:00.0,2017-06-12 00:00:00.0,15020,2016-11-29 00:00:00.0,2017-06-12 00:00:00.0,Vice-Président
14133K,M.,Allizard,Pascal,ACTIF,commission des affaires étrangères,Commission permanente,12861,2017-01-10 00:00:00.0,,15089,2017-01-10 00:00:00.0,2017-10-04 00:00:00.0," "
14133K,M.,Allizard,Pascal,ACTIF,commission des affaires étrangères,Commission permanente,12861,2017-01-10 00:00:00.0,,16220,2017-10-05 00:00:00.0,2020-10-05 00:00:00.0,Vice-Président
14133K,M.,Allizard,Pascal,ACTIF,commission des affaires étrangères,Commission permanente,12861,2017-01-10 00:00:00.0,,19450,2020-10-06 00:00:00.0,2020-10-06 00:00:00.0," "
14133K,M.,Allizard,Pascal,ACTIF,commission des affaires étrangères,Commission permanente,12861,2017-01-10 00:00:00.0,,19267,2020-10-07 00:00:00.0,,Vice-Président
14133K,M.,Allizard,Pascal,ACTIF,GS Retrait du Royaume-Uni et la refondation de l'UE,"Mission commune d'information ",12953,2017-01-18 00:00:00.0,2017-06-12 00:00:00.0,15182,2017-01-18 00:00:00.0,2017-06-12 00:00:00.0," "
14133K,M.,Allizard,Pascal,ACTIF,BREXIT2,"Mission commune d'information ",14004,2017-11-08 00:00:00.0,,16717,2017-11-08 00:00:00.0,," "
14133K,M.,Allizard,Pascal,ACTIF,MI Alstom et stratégie industrielle du pays,"Mission commune d'information ",13636,2017-11-22 00:00:00.0,2018-06-06 00:00:00.0,16315,2017-11-22 00:00:00.0,2017-11-28 00:00:00.0," "
14133K,M.,Allizard,Pascal,ACTIF,MI Alstom et stratégie industrielle du pays,"Mission commune d'information ",13636,2017-11-22 00:00:00.0,2018-06-06 00:00:00.0,16375,2017-11-29 00:00:00.0,2018-06-06 00:00:00.0,Vice-Président
14133K,M.,Allizard,Pascal,ACTIF,CE sur les mutations de la Haute fonction publique,Commission d'enquête,14131,2018-04-11 00:00:00.0,2018-10-07 00:00:00.0,16853,2018-04-11 00:00:00.0,2018-10-07 00:00:00.0," "
14133K,M.,Allizard,Pascal,ACTIF,,Commission mixte paritaire,14228,2018-06-19 00:00:00.0,2018-06-20 00:00:00.0,16959,2018-06-19 00:00:00.0,2018-06-20 00:00:00.0," "
14133K,M.,Allizard,Pascal,ACTIF,CS suppression surtranspositions directives droit français,Commission spéciale,14463,2018-10-10 00:00:00.0,2018-11-12 00:00:00.0,17205,2018-10-10 00:00:00.0,2018-10-10 00:00:00.0," "
14133K,M.,Allizard,Pascal,ACTIF,CS suppression surtranspositions directives droit français,Commission spéciale,14463,2018-10-10 00:00:00.0,2018-11-12 00:00:00.0,17305,2018-10-11 00:00:00.0,2018-11-12 00:00:00.0,Vice-Président
14133K,M.,Allizard,Pascal,ACTIF,RADIO,Commission mixte paritaire,15082,2019-06-26 00:00:00.0,2019-07-04 00:00:00.0,17929,2019-06-26 00:00:00.0,2019-07-04 00:00:00.0," "
14133K,M.,Allizard,Pascal,ACTIF,MCI relative au sauvetage en mer,"Mission commune d'information ",15062,2019-06-26 00:00:00.0,,17909,2019-06-26 00:00:00.0,," "
14133K,M.,Allizard,Pascal,ACTIF,MI Enseignement agricole,"Mission commune d'information ",16360,2021-02-03 00:00:00.0,,19722,2021-02-03 00:00:00.0,," "
80002U,M.,Alloncle,Michel,ANCIEN,commission des affaires étrangères,Commission permanente,38,1980-10-07 00:00:00.0,1998-09-30 00:00:00.0,2825,1980-10-07 00:00:00.0,1986-10-06 00:00:00.0," "
80002U,M.,Alloncle,Michel,ANCIEN,commission des affaires étrangères,Commission permanente,38,1980-10-07 00:00:00.0,1998-09-30 00:00:00.0,38,1986-10-06 00:00:00.0,1998-09-30 00:00:00.0,Secrétaire
83010H,M.,Allouche,Guy,ANCIEN,commission des lois,Commission permanente,177,,2001-09-30 00:00:00.0,177,,2001-09-30 00:00:00.0," "
04087R,Mme,Alquier,Jacqueline,ANCIEN,Aucune (Président du Sénat),Commission permanente,2504,2004-10-01 00:00:00.0,2004-10-05 00:00:00.0,3355,2004-10-01 00:00:00.0,2004-10-05 00:00:00.0," "
04087R,Mme,Alquier,Jacqueline,ANCIEN,commission des affaires sociales,Commission permanente,2549,2004-10-06 00:00:00.0,2014-09-30 00:00:00.0,3401,2004-10-06 00:00:00.0,2014-09-30 00:00:00.0," "
04087R,Mme,Alquier,Jacqueline,ANCIEN,,Commission mixte paritaire,3951,2008-04-16 00:00:00.0,2008-05-13 00:00:00.0,4864,2008-04-16 00:00:00.0,2008-05-13 00:00:00.0," "
04087R,Mme,Alquier,Jacqueline,ANCIEN,Mission commune d'information relative à Pôle Emploi,"Mission commune d'information ",7653,2011-02-02 00:00:00.0,2011-09-30 00:00:00.0,9152,2011-02-02 00:00:00.0,2011-09-30 00:00:00.0," "
04087R,Mme,Alquier,Jacqueline,ANCIEN,Mission commune d'information portant sur les pesticides et leur impact sur l'environnement et la santé,"Mission commune d'information ",8609,2012-02-15 00:00:00.0,2013-01-08 00:00:00.0,10252,2012-02-15 00:00:00.0,2013-01-08 00:00:00.0," "
04087R,Mme,Alquier,Jacqueline,ANCIEN,,Commission mixte paritaire,10779,2014-02-03 00:00:00.0,2014-09-30 00:00:00.0,12830,2014-02-03 00:00:00.0,2014-09-30 00:00:00.0," "
04087R,Mme,Alquier,Jacqueline,ANCIEN,,Commission mixte paritaire,10856,2014-05-26 00:00:00.0,,12910,2014-05-26 00:00:00.0,," "
04087R,Mme,Alquier,Jacqueline,ANCIEN,,Commission mixte paritaire,10816,2014-05-26 00:00:00.0,,12868,2014-05-26 00:00:00.0,," "
04087R,Mme,Alquier,Jacqueline,ANCIEN,,Commission mixte paritaire,10856,2014-05-26 00:00:00.0,,12909,2015-01-26 00:00:00.0,," "
04087R,Mme,Alquier,Jacqueline,ANCIEN,,Commission mixte paritaire,10821,2014-06-11 00:00:00.0,,12873,2014-06-11 00:00:00.0,2014-07-16 00:00:00.0," "
04087R,Mme,Alquier,Jacqueline,ANCIEN,,Commission mixte paritaire,10846,2014-07-17 00:00:00.0,,12898,2014-07-17 00:00:00.0,," "
000724,M.,Alric,Gustave,ANCIEN,commission des finances,Commission permanente,1365,1959-05-06 00:00:00.0,1967-10-17 00:00:00.0,1912,1959-05-12 00:00:00.0,1967-10-17 00:00:00.0,Vice-Président
92006N,M.,Althapé,Louis,ANCIEN,commission de l'économie,Commission permanente,205,,2001-09-30 00:00:00.0,205,,2001-09-30 00:00:00.0," "
59214D,M.,Amelin,Jean,ANCIEN,commission de l'économie,Commission permanente,1502,,1992-10-01 00:00:00.0,2033,,1992-10-01 00:00:00.0," "
57716N,M.,Amic,Auguste,ANCIEN,commission des finances,Commission permanente,1066,,1977-10-02 00:00:00.0,1613,,1977-10-02 00:00:00.0," "
14239U,M.,Amiel,Michel,ANCIEN,Aucune (Président du Sénat),Commission permanente,10043,2014-10-01 00:00:00.0,2014-10-07 00:00:00.0,11875,2014-10-01 00:00:00.0,2014-10-07 00:00:00.0," "
14239U,M.,Amiel,Michel,ANCIEN,commission des affaires sociales,Commission permanente,10088,2014-10-08 00:00:00.0,2020-08-02 00:00:00.0,11920,2014-10-08 00:00:00.0,2017-10-04 00:00:00.0," "
14239U,M.,Amiel,Michel,ANCIEN,commission des affaires sociales,Commission permanente,10088,2014-10-08 00:00:00.0,2020-08-02 00:00:00.0,16140,2017-10-05 00:00:00.0,2020-08-02 00:00:00.0,Vice-Président
14239U,M.,Amiel,Michel,ANCIEN,Commission spéciale sur la lutte contre le système prostitutionnel,Commission spéciale,10266,2014-10-09 00:00:00.0,2016-04-13 00:00:00.0,12291,2014-10-09 00:00:00.0,2016-04-13 00:00:00.0," "
14239U,M.,Amiel,Michel,ANCIEN,"Mission d'information sur l'organisation, la place et le financement de l'Islam en France et de ses lieux de culte","Mission commune d'information ",11526,2015-12-16 00:00:00.0,2016-07-10 00:00:00.0,13662,2015-12-16 00:00:00.0,2016-01-12 00:00:00.0," "
14239U,M.,Amiel,Michel,ANCIEN,"Mission d'information sur l'organisation, la place et le financement de l'Islam en France et de ses lieux de culte","Mission commune d'information ",11526,2015-12-16 00:00:00.0,2016-07-10 00:00:00.0,13699,2016-01-13 00:00:00.0,2016-07-10 00:00:00.0,Vice-Président
14239U,M.,Amiel,Michel,ANCIEN,FINDEVIE,Commission mixte paritaire,11972,2016-01-19 00:00:00.0,2020-08-02 00:00:00.0,14119,2016-01-19 00:00:00.0,2020-08-02 00:00:00.0," "
14239U,M.,Amiel,Michel,ANCIEN,Mission d'information sur un revenu de base en France,"Mission commune d'information ",12261,2016-05-18 00:00:00.0,2016-10-14 00:00:00.0,14424,2016-05-18 00:00:00.0,2016-05-30 00:00:00.0," "
14239U,M.,Amiel,Michel,ANCIEN,Mission d'information sur un revenu de base en France,"Mission commune d'information ",12261,2016-05-18 00:00:00.0,2016-10-14 00:00:00.0,14465,2016-05-31 00:00:00.0,2016-10-14 00:00:00.0,Vice-Président
14239U,M.,Amiel,Michel,ANCIEN,TRAVAIL,Commission mixte paritaire,12440,2016-06-23 00:00:00.0,2016-06-28 00:00:00.0,14612,2016-06-23 00:00:00.0,2016-06-28 00:00:00.0," "
14239U,M.,Amiel,Michel,ANCIEN,Mission d'information sur la situation de la psychiatrie des mineurs en France,"Mission commune d'information ",12706,2016-11-22 00:00:00.0,2017-06-12 00:00:00.0,14910,2016-11-22 00:00:00.0,2016-11-30 00:00:00.0," "
14239U,M.,Amiel,Michel,ANCIEN,Mission d'information sur la situation de la psychiatrie des mineurs en France,"Mission commune d'information ",12706,2016-11-22 00:00:00.0,2017-06-12 00:00:00.0,15035,2016-12-01 00:00:00.0,2017-06-12 00:00:00.0,Rapporteur
14239U,M.,Amiel,Michel,ANCIEN,IVG,Commission mixte paritaire,12916,2017-01-18 00:00:00.0,2017-01-25 00:00:00.0,15145,2017-01-18 00:00:00.0,2017-01-25 00:00:00.0," "
14239U,M.,Amiel,Michel,ANCIEN,PLFSS2018,Commission mixte paritaire,13626,2017-11-20 00:00:00.0,2017-11-23 00:00:00.0,16305,2017-11-20 00:00:00.0,2017-11-23 00:00:00.0," "
14239U,M.,Amiel,Michel,ANCIEN,ORDRE,Commission mixte paritaire,13685,2017-12-01 00:00:00.0,2017-12-06 00:00:00.0,16364,2017-12-01 00:00:00.0,2017-12-06 00:00:00.0," "
14239U,M.,Amiel,Michel,ANCIEN,PHYSICIEN,Commission mixte paritaire,13671,2017-12-01 00:00:00.0,2017-12-06 00:00:00.0,16350,2017-12-01 00:00:00.0,2017-12-06 00:00:00.0," "
14239U,M.,Amiel,Michel,ANCIEN,MI sur la réinsertion des mineurs enfermés,"Mission commune d'information ",14013,2018-03-14 00:00:00.0,2018-09-30 00:00:00.0,16726,2018-03-14 00:00:00.0,2018-03-20 00:00:00.0," "
14239U,M.,Amiel,Michel,ANCIEN,MI sur la réinsertion des mineurs enfermés,"Mission commune d'information ",14013,2018-03-14 00:00:00.0,2018-09-30 00:00:00.0,16768,2018-03-21 00:00:00.0,2018-09-30 00:00:00.0,Rapporteur
14239U,M.,Amiel,Michel,ANCIEN,PLFSS2019,Commission mixte paritaire,14602,2018-11-15 00:00:00.0,2018-11-21 00:00:00.0,17409,2018-11-15 00:00:00.0,2018-11-21 00:00:00.0," "
14239U,M.,Amiel,Michel,ANCIEN,SANTE,Commission mixte paritaire,14905,2019-05-02 00:00:00.0,2019-05-16 00:00:00.0,17743,2019-05-02 00:00:00.0,2019-05-16 00:00:00.0," "
14239U,M.,Amiel,Michel,ANCIEN,SYSTEME,Commission mixte paritaire,14994,2019-06-05 00:00:00.0,2019-06-20 00:00:00.0,17841,2019-06-05 00:00:00.0,2019-06-20 00:00:00.0," "
14239U,M.,Amiel,Michel,ANCIEN,Commission spéciale sur la bioéthique,Commission spéciale,15230,2019-10-16 00:00:00.0,2020-08-02 00:00:00.0,18110,2019-10-16 00:00:00.0,2019-10-23 00:00:00.0," "
14239U,M.,Amiel,Michel,ANCIEN,Commission spéciale sur la bioéthique,Commission spéciale,15230,2019-10-16 00:00:00.0,2020-08-02 00:00:00.0,18164,2019-10-24 00:00:00.0,2020-08-02 00:00:00.0,Vice-Président
95005A,M.,Amoudry,Jean-Paul,ANCIEN,commission des affaires sociales,Commission permanente,2576,2004-10-06 00:00:00.0,2008-10-06 00:00:00.0,3425,2004-10-06 00:00:00.0,2008-10-06 00:00:00.0," "
95005A,M.,Amoudry,Jean-Paul,ANCIEN,"Mission commune d'information ""Electricité""","Mission commune d'information ",3476,2007-01-10 00:00:00.0,2007-07-04 00:00:00.0,4395,2007-01-10 00:00:00.0,2007-07-04 00:00:00.0," "
95005A,M.,Amoudry,Jean-Paul,ANCIEN,"Mission commune d'information ""Dépendance""","Mission commune d'information ",3791,2007-12-05 00:00:00.0,2011-01-25 00:00:00.0,4709,2007-12-05 00:00:00.0,2011-01-25 00:00:00.0," "
95005A,M.,Amoudry,Jean-Paul,ANCIEN,,Commission mixte paritaire,4115,2008-07-18 00:00:00.0,2008-07-23 00:00:00.0,5030,2008-07-18 00:00:00.0,2008-07-23 00:00:00.0," "
95005A,M.,Amoudry,Jean-Paul,ANCIEN,commission de la culture,Commission permanente,4305,2008-10-07 00:00:00.0,2011-01-12 00:00:00.0,5235,2008-10-07 00:00:00.0,2011-01-12 00:00:00.0," "
95005A,M.,Amoudry,Jean-Paul,ANCIEN,commission des lois,Commission permanente,7635,2011-01-13 00:00:00.0,2012-07-02 00:00:00.0,9135,2011-01-13 00:00:00.0,2012-07-02 00:00:00.0," "
95005A,M.,Amoudry,Jean-Paul,ANCIEN,,Commission mixte paritaire,7680,2011-01-19 00:00:00.0,2014-09-30 00:00:00.0,9179,2011-01-19 00:00:00.0,2014-09-30 00:00:00.0," "
95005A,M.,Amoudry,Jean-Paul,ANCIEN,,Commission mixte paritaire,7738,2011-02-10 00:00:00.0,2014-09-30 00:00:00.0,9241,2011-02-10 00:00:00.0,2014-09-30 00:00:00.0," "
95005A,M.,Amoudry,Jean-Paul,ANCIEN,,Commission mixte paritaire,7724,2011-02-10 00:00:00.0,2014-09-30 00:00:00.0,9227,2011-02-10 00:00:00.0,2014-09-30 00:00:00.0," "
95005A,M.,Amoudry,Jean-Paul,ANCIEN,,Commission mixte paritaire,8290,2011-11-02 00:00:00.0,2014-09-30 00:00:00.0,9916,2011-11-02 00:00:00.0,2014-09-30 00:00:00.0," "
