code_circonscription,libelle_commune,code_commune,nom_commune,statut,z_moyen,superficie,population,latitude,longitude,geo_shape,Inscrits,Abstentions,Abs/Ins,Votants,Vot/Ins_global,Blancs,Blancs/Ins,Blancs/Vot,Nuls,Nuls/Ins,Nuls/Vot,Exprimés,Exp/Ins_global,Exp/Vot_global,Panneau,Sexe,Nom,Prenom,Nuance,Voix,Voix/Ins,Voix/Exp,Panneau-2,Sexe-2,Nom-2,Prenom-2,Nuance-2,Voix-2,Voix/Ins-2,Voix/Exp-2,Panneau-3,Sexe-3,Nom-3,Prénom-3,Nuance-3,Voix-3,Voix/Ins-3,Voix/Exp-3,Panneau-4,Sexe-4,Nom-4,Prenom-4,Nuance-4,Voix-4,Voix/Ins-4,Voix/Exp-4,Panneau-5,Sexe-5,Nom-5,Prenom-5,Nuance-5,Voix-5,Voix/Ins-5,Voix/Exp-5,Panneau-6,Sexe-6,Nom-6,Prenom-6,Nuance-6,Voix-6,Voix/Ins-6,Voix/Exp-6,Panneau-7,Sexe-7,Nom-7,Prénom-7,Nuance-7,Voix-7,Voix/Ins-7,Voix/Exp-7,Panneau-8,Sexe-8,Nom-8,Prenom-8,Nuance-8,Voix-8,Voix/Ins-8,Voix/Exp-8,Panneau-9,Sexe-9,Nom-9,Prenom-9,Nuance-9,Voix-9,Voix/Ins-9,Voix/Exp-9,Panneau-10,Sexe-10,Nom-10,Prénom-10,Nuance-10,Voix-10,Voix/Ins-10,Voix/Exp-10,Panneau-11,Sexe-11,Nom-11,Prenom-11,Nuance-11,Voix-11,Voix/Ins-11,Voix/Exp-11,Panneau-12,Sexe-12,Nom-12,Prénom-12,Nuance-12,Voix-12,Voix/Ins-12,Voix/Exp-12,Panneau-13,Sexe-13,Nom-13,Prénom-13,Nuance-13,Voix-13,Voix/Ins-13,Voix/Exp-13,Panneau-14,Sexe-14,Nom-14,Prénom-14,Nuance-14,Voix-14,Voix/Ins-14,Voix/Exp-14,Panneau-15,Sexe-15,Nom-15,Prénom-15,Nuance-15,Voix-15,Voix/Ins-15,Voix/Exp-15,Panneau-16,Sexe-16,Nom-16,Prénom-16,Nuance-16,Voix-16,Voix/Ins-16,Voix/Exp-16,Panneau-17,Sexe-17,Nom-17,Prénom-17,Nuance-17,Voix-17,Voix/Ins-17,Voix/Exp-17,Panneau-18,Sexe-18,Nom-18,Prénom-18,Nuance-18,Voix-18,Voix/Ins-18,Voix/Exp-18,Panneau-19,Sexe-19,Nom-19,Prénom-19,Nuance-19,Voix-19,Voix/Ins-19,Voix/Exp-19,Panneau-20,Sexe-20,Nom-20,Prénom-20,Nuance-20,Voix-20,Voix/Ins-20,Voix/Exp-20,Panneau-21,Sexe-21,Nom-21,Prénom-21,Nuance-21,Voix-21,Voix/Ins-21,Voix/Exp-21,Panneau-22,Sexe-22,Nom-22,Prénom-22,Nuance-22,Voix-22,Voix/Ins-22,Voix/Exp-22
11,11ème circonscription,228,Lansac,Commune simple,28.0,604.0,0.7,45.064093095, -0.534857408079,"{""type"": ""Polygon""; ""coordinates"": [[[-0.535250599576912; 45.049786604424185]; [-0.550449021175571; 45.06087556824733]; [-0.559338306797028; 45.0614750235888]; [-0.559838815164147; 45.07033688973349]; [-0.536644747110834; 45.06962484352001]; [-0.529797750576292; 45.07378975079896]; [-0.527984494214806; 45.08012921798344]; [-0.516756312254002; 45.070092479450565]; [-0.513510228111266; 45.063976092741605]; [-0.517303327191445; 45.05796194412548]; [-0.521915689237095; 45.05851012319042]; [-0.535250599576912; 45.049786604424185]]]}",560,315,"56,25",245,"43,75",0,0,0,4,"0,71","1,63",241,"43,04","98,37",1,F,LACOSTE,Michelle,SOC,10,"1,79","4,15",2,F,GOGUET,Caroline,ECO,10,"1,79","4,15",3,M,GIACOMOTTO,Georges,DLF,7,"1,25","2,9",4,M,BOURNAZEAU,Bernard,DVG,5,"0,89","2,07",5,F,CONTE JAUBERT,Mireille,LR,13,"2,32","5,39",6,F,DEPENVEILLER,Laetitia,DIV,1,"0,18","0,41",7,M,JAY,François,EXD,2,"0,36","0,83",8,F,LOSSON,Joëlle,FI,27,"4,82","11,2",9,M,LABORDE,Sébastien,COM,4,"0,71","1,66",10,M,RICHARD,Olivier,ECO,5,"0,89","2,07",11,M,BEN HADJ SALEM,Marouni,EXG,0,0,0,12,F,HAMMERER,Véronique,REM,63,"11,25","26,14",13,M,LORIAUD,Xavier,DVD,15,"2,68","6,22",14,F,LIGOZAT,Sabine,DIV,2,"0,36","0,83",15,M,BALDÈS,Denis,DVD,13,"2,32","5,39",16,F,DIAZ,Edwige,FN,64,"11,43","26,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8ème circonscription,229,Lanton,Commune simple,35.0,13772.0,6.2,44.7744744246, -0.976985580148,"{""type"": ""Polygon""; ""coordinates"": [[[-1.036912084170595; 44.694075201484026]; [-1.078191415414975; 44.72219286251176]; [-1.056909383253236; 44.74987556386286]; [-1.047075166477607; 44.77722614793837]; [-1.040930874105862; 44.782778298881055]; [-1.02621306556027; 44.79713400632449]; [-1.006743750508514; 44.82984239605628]; [-0.957791099151459; 44.830518924637865]; [-0.926842588414156; 44.840651827693215]; [-0.884698040732775; 44.8497441854443]; [-0.904150013191055; 44.806396539133246]; [-0.881355504098235; 44.75999972821927]; [-0.984506509306435; 44.73142906045365]; [-1.01683930624627; 44.70446957749899]; [-1.036912084170595; 44.694075201484026]]]}",6073,2889,"47,57",3184,"52,43",45,"0,74","1,41",22,"0,36","0,69",3117,"51,33","97,9",1,F,PANONACLE,Sophie,REM,1317,"21,69","42,25",2,F,TEXIER,Solange,EXG,13,"0,21","0,42",3,F,COTI,Cécile,FI,397,"6,54","12,74",4,M,LAMARA,Laurent,FN,316,"5,2","10,14",5,M,FOULON,Yves,LR,639,"10,52","20,5",6,F,BEY,Anny,DVD,57,"0,94","1,83",7,F,LE PAGE,Sophie,DLF,54,"0,89","1,73",8,F,COULAIS,Fabienne,DIV,28,"0,46","0,9",9,M,PRADAYROL,Pierre,SOC,139,"2,29","4,46",10,F,TRANNOY,Danielle,COM,36,"0,59","1,15",11,M,DUBOT,Nicolas,ECO,121,"1,99","3,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11ème circonscription,230,Lapouyade,Commune simple,67.0,2593.0,0.5,45.1108151595, -0.286501093262,"{""type"": ""Polygon""; ""coordinates"": [[[-0.287776011333102; 45.06918436484764]; [-0.298662198653875; 45.075441047524876]; [-0.307093522054667; 45.08724886521364]; [-0.31973546812851; 45.0916942295089]; [-0.297414349124309; 45.117905707199235]; [-0.306620515938426; 45.12915022983394]; [-0.320023288405232; 45.13252792614431]; [-0.313630081242115; 45.13764768664358]; [-0.30755056436836; 45.149588836553924]; [-0.275359466158609; 45.14140990968035]; [-0.274117052455294; 45.13455235917841]; [-0.269631415376732; 45.13317902442227]; [-0.257078241781646; 45.114621875117464]; [-0.245671504119939; 45.10821393489874]; [-0.250992042924356; 45.10232745531976]; [-0.278229714712088; 45.08748017183241]; [-0.280546025814252; 45.073840341031975]; [-0.287776011333102; 45.06918436484764]]]}",369,157,"42,55",212,"57,45",9,"2,44","4,25",0,0,0,203,"55,01","95,75",1,F,LACOSTE,Michelle,SOC,4,"1,08","1,97",2,F,GOGUET,Caroline,ECO,1,"0,27","0,49",3,M,GIACOMOTTO,Georges,DLF,2,"0,54","0,99",4,M,BOURNAZEAU,Bernard,DVG,1,"0,27","0,49",5,F,CONTE JAUBERT,Mireille,LR,18,"4,88","8,87",6,F,DEPENVEILLER,Laetitia,DIV,2,"0,54","0,99",7,M,JAY,François,EXD,1,"0,27","0,49",8,F,LOSSON,Joëlle,FI,21,"5,69","10,34",9,M,LABORDE,Sébastien,COM,5,"1,36","2,46",10,M,RICHARD,Olivier,ECO,2,"0,54","0,99",11,M,BEN HADJ SALEM,Marouni,EXG,0,0,0,12,F,HAMMERER,Véronique,REM,55,"14,91","27,09",13,M,LORIAUD,Xavier,DVD,17,"4,61","8,37",14,F,LIGOZAT,Sabine,DIV,2,"0,54","0,99",15,M,BALDÈS,Denis,DVD,10,"2,71","4,93",16,F,DIAZ,Edwige,FN,62,"16,8","30,54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12ème circonscription,231,Laroque,Commune simple,57.0,297.0,0.3,44.6603681588, -0.305926644431,"{""type"": ""Polygon""; ""coordinates"": [[[-0.311906749260956; 44.65079686062885]; [-0.322308713660769; 44.66193735059673]; [-0.317586279357779; 44.66728732728288]; [-0.300545086739392; 44.663490173771834]; [-0.288888778689948; 44.667982339794115]; [-0.284200093863546; 44.664012871697814]; [-0.30102513619162; 44.656817002918615]; [-0.30143502462006; 44.6536870984213]; [-0.311906749260956; 44.65079686062885]]]}",236,114,"48,31",122,"51,69",0,0,0,0,0,0,122,"51,69",100,1,M,DUVAL-CAMPANA,Patrick,FN,24,"10,17","19,67",2,M,MORIN,Jean-Claude,DVD,0,0,0,3,M,LAVIN,Richard,EXG,2,"0,85","1,64",4,F,FABRE-NADLER,Anne-Laure,ECO,7,"2,97","5,74",5,F,LARGETEAU,Catherine,DVG,0,0,0,6,F,DUBOS,Christelle,REM,39,"16,53","31,97",7,M,FEBBRARI,Alexis,DLF,1,"0,42","0,82",8,M,MIQUEU,Christophe,FI,11,"4,66","9,02",9,F,VEYSSY,Catherine,SOC,10,"4,24","8,2",10,M,LAMOTHE,Benoit,DIV,0,0,0,11,M,D'AMÉCOURT,Yves,LR,28,"11,86","22,95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9ème circonscription,232,Lartigue,Commune simple,113.0,1348.0,0.1,44.252892627, -0.0912924578468,"{""type"": ""Polygon""; ""coordinates"": [[[-0.06680758687359; 44.246662806697344]; [-0.073116204517494; 44.25138672630543]; [-0.088479814630629; 44.238470600204]; [-0.104834231683401; 44.23188382242878]; [-0.11767920404671; 44.23559137959565]; [-0.123182435010312; 44.24065063561423]; [-0.122291882923452; 44.24359459846762]; [-0.117959808345736; 44.24525810198081]; [-0.113970378884298; 44.25545141276812]; [-0.101192616685758; 44.27024402538924]; [-0.05336233416185; 44.26577392093548]; [-0.06680758687359; 44.246662806697344]]]}",52,14,"26,92",38,"73,08",4,"7,69","10,53",0,0,0,34,"65,38","89,47",1,F,LOUSTAU,Fanny,DIV,0,0,0,2,F,RIVIÈRE DURIVAULT,Sophie,FN,5,"9,62","14,71",3,M,DHERSIN,Patrick,ECO,0,0,0,4,M,DUFRANC,Michel,LR,5,"9,62","14,71",5,M,BAUDE,Dominique,ECO,0,0,0,6,M,DE JAEGER,Xavier,DIV,0,0,0,7,M,COURJAUD,Antoine,DVG,0,0,0,8,M,SAVARY,Gilles,SOC,8,"15,38","23,53",9,F,METTE,Sophie,MDM,6,"11,54","17,65",10,M,BERTHONNEAU,Rémy,DLF,1,"1,92","2,94",11,M,PAPIAU,François,FI,9,"17,31","26,47",12,F,GUERNÉ,Cristine,COM,0,0,0,13,M,DELCAMP,Jean-Philippe,EXG,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11ème circonscription,233,Laruscade,Commune simple,57.0,4646.0,2.3,45.1237982623, -0.344529143591,"{""type"": ""Polygon""; ""coordinates"": [[[-0.334585571789397; 45.0704150502022]; [-0.353486006839087; 45.082320201099215]; [-0.370334201259706; 45.09487031842004]; [-0.377534419508738; 45.114641415759465]; [-0.377412517541033; 45.12483798794078]; [-0.384296251757604; 45.14075227136857]; [-0.383396030339763; 45.143339097867866]; [-0.378419392374142; 45.15685529065757]; [-0.362699336995243; 45.170362120852175]; [-0.338612737743331; 45.16620092627846]; [-0.323244162850335; 45.1571340279342]; [-0.313630081242115; 45.13764768664358]; [-0.320023288405232; 45.13252792614431]; [-0.306620515938426; 45.12915022983394]; [-0.297414349124309; 45.117905707199235]; [-0.31973546812851; 45.0916942295089]; [-0.334585571789397; 45.0704150502022]]]}",1879,1148,"61,1",731,"38,9",19,"1,01","2,6",6,"0,32","0,82",706,"37,57","96,58",1,F,LACOSTE,Michelle,SOC,17,"0,9","2,41",2,F,GOGUET,Caroline,ECO,8,"0,43","1,13",3,M,GIACOMOTTO,Georges,DLF,16,"0,85","2,27",4,M,BOURNAZEAU,Bernard,DVG,7,"0,37","0,99",5,F,CONTE JAUBERT,Mireille,LR,39,"2,08","5,52",6,F,DEPENVEILLER,Laetitia,DIV,5,"0,27","0,71",7,M,JAY,François,EXD,4,"0,21","0,57",8,F,LOSSON,Joëlle,FI,108,"5,75","15,3",9,M,LABORDE,Sébastien,COM,17,"0,9","2,41",10,M,RICHARD,Olivier,ECO,7,"0,37","0,99",11,M,BEN HADJ SALEM,Marouni,EXG,3,"0,16","0,42",12,F,HAMMERER,Véronique,REM,177,"9,42","25,07",13,M,LORIAUD,Xavier,DVD,43,"2,29","6,09",14,F,LIGOZAT,Sabine,DIV,4,"0,21","0,57",15,M,BALDÈS,Denis,DVD,19,"1,01","2,69",16,F,DIAZ,Edwige,FN,232,"12,35","32,86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12ème circonscription,234,Latresne,Commune simple,21.0,1025.0,3.3,44.7900155493, -0.500800441782,"{""type"": ""Polygon""; ""coordinates"": [[[-0.511358513312512; 44.77350115310718]; [-0.523091370466958; 44.79113482498213]; [-0.526564708366762; 44.806146768753756]; [-0.519560647025015; 44.80265637763497]; [-0.49822346240726; 44.8053775983913]; [-0.47465696189095; 44.79091575370356]; [-0.47016696957456; 44.79116458871267]; [-0.470106650141435; 44.78813849292158]; [-0.477550951922; 44.78532772074894]; [-0.478522258944919; 44.77934939278987]; [-0.511358513312512; 44.77350115310718]]]}",2854,1311,"45,94",1543,"54,06",16,"0,56","1,04",12,"0,42","0,78",1515,"53,08","98,19",1,M,DUVAL-CAMPANA,Patrick,FN,137,"4,8","9,04",2,M,MORIN,Jean-Claude,DVD,3,"0,11","0,2",3,M,LAVIN,Richard,EXG,9,"0,32","0,59",4,F,FABRE-NADLER,Anne-Laure,ECO,129,"4,52","8,51",5,F,LARGETEAU,Catherine,DVG,15,"0,53","0,99",6,F,DUBOS,Christelle,REM,702,"24,6","46,34",7,M,FEBBRARI,Alexis,DLF,28,"0,98","1,85",8,M,MIQUEU,Christophe,FI,199,"6,97","13,14",9,F,VEYSSY,Catherine,SOC,52,"1,82","3,43",10,M,LAMOTHE,Benoit,DIV,16,"0,56","1,06",11,M,D'AMÉCOURT,Yves,LR,225,"7,88","14,85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9ème circonscription,235,Lavazan,Commune simple,116.0,899.0,0.2,44.3913358368, -0.115846952236,"{""type"": ""Polygon""; ""coordinates"": [[[-0.131396016196159; 44.37130933242537]; [-0.132034473933428; 44.4001012598089]; [-0.115089135856325; 44.40386127330075]; [-0.112703983676673; 44.41578431671409]; [-0.096825752711922; 44.408376402098995]; [-0.097066867763179; 44.40818944539081]; [-0.101446983716008; 44.40670582622624]; [-0.096428360125575; 44.39744201172193]; [-0.104290402899779; 44.38867132788951]; [-0.110769903774073; 44.37193045004493]; [-0.131396016196159; 44.37130933242537]]]}",171,101,"59,06",70,"40,94",1,"0,58","1,43",0,0,0,69,"40,35","98,57",1,F,LOUSTAU,Fanny,DIV,1,"0,58","1,45",2,F,RIVIÈRE DURIVAULT,Sophie,FN,9,"5,26","13,04",3,M,DHERSIN,Patrick,ECO,0,0,0,4,M,DUFRANC,Michel,LR,9,"5,26","13,04",5,M,BAUDE,Dominique,ECO,1,"0,58","1,45",6,M,DE JAEGER,Xavier,DIV,1,"0,58","1,45",7,M,COURJAUD,Antoine,DVG,0,0,0,8,M,SAVARY,Gilles,SOC,17,"9,94","24,64",9,F,METTE,Sophie,MDM,21,"12,28","30,43",10,M,BERTHONNEAU,Rémy,DLF,2,"1,17","2,9",11,M,PAPIAU,François,FI,7,"4,09","10,14",12,F,GUERNÉ,Cristine,COM,0,0,0,13,M,DELCAMP,Jean-Philippe,EXG,1,"0,58","1,45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9ème circonscription,29,Le Barp,Commune simple,68.0,10721.0,4.5,44.6268462922, -0.746697894211,"{""type"": ""Polygon""; ""coordinates"": [[[-0.714034856339486; 44.566240768354724]; [-0.77264684037292; 44.57304928687986]; [-0.768767571311216; 44.60066165840765]; [-0.786674167835483; 44.60600665408805]; [-0.815331871192269; 44.60776938298072]; [-0.807673293047076; 44.624203105109764]; [-0.819666932488036; 44.6348753028222]; [-0.816873438072991; 44.64506660947703]; [-0.824718097844765; 44.64922092495875]; [-0.821960306352197; 44.65584192684847]; [-0.81541147301934; 44.665234642596616]; [-0.771440488809057; 44.693034467384855]; [-0.729966737111434; 44.67257549413891]; [-0.694386280213617; 44.643703918404434]; [-0.661905765085886; 44.608762617558696]; [-0.695612660734316; 44.57811547955779]; [-0.714034856339486; 44.566240768354724]]]}",3781,1950,"51,57",1831,"48,43",28,"0,74","1,53",4,"0,11","0,22",1799,"47,58","98,25",1,F,LOUSTAU,Fanny,DIV,7,"0,19","0,39",2,F,RIVIÈRE DURIVAULT,Sophie,FN,270,"7,14","15,01",3,M,DHERSIN,Patrick,ECO,0,0,0,4,M,DUFRANC,Michel,LR,219,"5,79","12,17",5,M,BAUDE,Dominique,ECO,70,"1,85","3,89",6,M,DE JAEGER,Xavier,DIV,10,"0,26","0,56",7,M,COURJAUD,Antoine,DVG,7,"0,19","0,39",8,M,SAVARY,Gilles,SOC,215,"5,69","11,95",9,F,METTE,Sophie,MDM,647,"17,11","35,96",10,M,BERTHONNEAU,Rémy,DLF,46,"1,22","2,56",11,M,PAPIAU,François,FI,266,"7,04","14,79",12,F,GUERNÉ,Cristine,COM,27,"0,71","1,5",13,M,DELCAMP,Jean-Philippe,EXG,15,"0,4","0,83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1ère circonscription,69,Le Bouscat,Chef-lieu canton,15.0,527.0,23.3,44.8661298323, -0.602121558626,"{""type"": ""Polygon""; ""coordinates"": [[[-0.576088741405754; 44.869188961886216]; [-0.576460196561935; 44.86567107625343]; [-0.594609393856875; 44.8542152658717]; [-0.616301765684788; 44.86227970331022]; [-0.631051278917787; 44.871658097694564]; [-0.62237316354054; 44.87682671032941]; [-0.611168524144293; 44.87152279982787]; [-0.597760467520652; 44.87332826112647]; [-0.576088741405754; 44.869188961886216]]]}",17630,8205,"46,54",9425,"53,46",81,"0,46","0,86",32,"0,18","0,34",9312,"52,82","98,8",1,F,DAVID,Dominique,REM,4039,"22,91","43,37",2,M,FAUCHER,Cyril,DIV,66,"0,37","0,71",3,M,DINET,Pierre,EXD,17,"0,1","0,18",4,M,FLORIAN,Nicolas,LR,2215,"12,56","23,79",5,F,BARAKAT,Sophie,DLF,67,"0,38","0,72",6,F,TEILLET,Audrey,DIV,95,"0,54","1,02",7,F,QUANDALLE,Fanny,EXG,41,"0,23","0,44",8,F,CERVANTES-DESCUBES,Evelyne,FI,951,"5,39","10,21",9,M,GIRAUD-GIRARD,Johan,DIV,8,"0,05","0,09",10,M,BLANCHARD,Laurent,ECO,99,"0,56","1,06",11,M,PALIS-NIERMANN,Nelson,ECO,299,"1,7","3,21",12,F,DOUTREIX,Adrien,EXG,0,0,0,13,M,MAURIN,Vincent,COM,142,"0,81","1,52",14,M,DORTHE,Philippe,SOC,543,"3,08","5,83",15,M,ARTAUT,Paul,DIV,27,"0,15","0,29",16,F,CLAISE,Thérèse,DVG,37,"0,21","0,4",17,M,DUBOIS,Philippe,FN,547,"3,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11ème circonscription,166,Le Fieu,Commune simple,50.0,1454.0,0.5,45.0551327657, -0.0359458641255,"{""type"": ""Polygon""; ""coordinates"": [[[-0.026582877168876; 45.03464440314253]; [-0.049851645352854; 45.031630478151904]; [-0.047064725223964; 45.041591376765254]; [-0.049548396378146; 45.04448784388963]; [-0.067547977478429; 45.04893116631958]; [-0.055123130180538; 45.06232019320801]; [-0.062100015054813; 45.06621040411867]; [-0.062083314279022; 45.07217593870276]; [-0.04855812083218; 45.07016814488321]; [-0.036655785273779; 45.07554823085043]; [-0.022727228226296; 45.07595410985445]; [-0.022495753448304; 45.06955390987349]; [-0.008869439719685; 45.06066012235558]; [-0.005417256318997; 45.05461725380571]; [-0.008501359821148; 45.0483798565448]; [-0.025163944639009; 45.04107138618239]; [-0.026582877168876; 45.03464440314253]]]}",327,156,"47,71",171,"52,29",5,"1,53","2,92",1,"0,31","0,58",165,"50,46","96,49",1,F,LACOSTE,Michelle,SOC,23,"7,03","13,94",2,F,GOGUET,Caroline,ECO,2,"0,61","1,21",3,M,GIACOMOTTO,Georges,DLF,2,"0,61","1,21",4,M,BOURNAZEAU,Bernard,DVG,0,0,0,5,F,CONTE JAUBERT,Mireille,LR,14,"4,28","8,48",6,F,DEPENVEILLER,Laetitia,DIV,2,"0,61","1,21",7,M,JAY,François,EXD,0,0,0,8,F,LOSSON,Joëlle,FI,19,"5,81","11,52",9,M,LABORDE,Sébastien,COM,7,"2,14","4,24",10,M,RICHARD,Olivier,ECO,0,0,0,11,M,BEN HADJ SALEM,Marouni,EXG,2,"0,61","1,21",12,F,HAMMERER,Véronique,REM,48,"14,68","29,09",13,M,LORIAUD,Xavier,DVD,1,"0,31","0,61",14,F,LIGOZAT,Sabine,DIV,1,"0,31","0,61",15,M,BALDÈS,Denis,DVD,0,0,0,16,F,DIAZ,Edwige,FN,44,"13,46","26,67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6ème circonscription,200,Le Haillan,Commune simple,35.0,937.0,8.4,44.8690837903, -0.684443512134,"{""type"": ""Polygon""; ""coordinates"": [[[-0.719405726587282; 44.84692833904404]; [-0.717252486262369; 44.85363433235064]; [-0.692782693386605; 44.86940456664858]; [-0.680684962503191; 44.894818213674874]; [-0.669252236401552; 44.895476102133365]; [-0.669626653867926; 44.878717244097196]; [-0.661701043059299; 44.871101579835596]; [-0.666567072972541; 44.85808822380438]; [-0.675851880678479; 44.85861017443327]; [-0.719405726587282; 44.84692833904404]]]}",7614,3508,"46,07",4106,"53,93",41,"0,54",1,27,"0,35","0,66",4038,"53,03","98,34",1,F,SILVERIO,Véronique,DIV,43,"0,56","1,06",2,M,PERCHET,Guillaume,EXG,18,"0,24","0,45",3,M,DOSSCHE,Frédéric,DIV,2,"0,03","0,05",4,F,MARTINEZ,Marie-Mauricette,FN,312,"4,1","7,73",5,M,GUITTON,Ludovic,ECO,137,"1,8","3,39",6,M,COCUELLE,Rémi,UDI,382,"5,02","9,46",7,F,BACCI,Frédérique,ECO,38,"0,5","0,94",8,M,CAZENAVE,Pierre,COM,61,"0,8","1,51",9,F,RÉCALDE,Marie,SOC,777,"10,2","19,24",10,M,POULLIAT,Eric,REM,1699,"22,31","42,08",11,M,LOISEL,Olivier,DIV,25,"0,33","0,62",12,F,PENY,Sandrine,DLF,29,"0,38","0,72",13,F,DURET-PUJOL,Marie,FI,515,"6,76","12,75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9ème circonscription,305,Le Nizan,Commune simple,96.0,1520.0,0.4,44.4702093406, -0.280941561777,"{""type"": ""Polygon""; ""coordinates"": [[[-0.275610697514784; 44.451863025747635]; [-0.290747707101877; 44.45281747173184]; [-0.309580088724855; 44.460587527805416]; [-0.307765316964667; 44.48611317109389]; [-0.280800725335797; 44.48407182861012]; [-0.274337197413455; 44.49263416164706]; [-0.260191591742898; 44.48700778205745]; [-0.251027124311513; 44.457231122805304]; [-0.275610697514784; 44.451863025747635]]]}",361,140,"38,78",221,"61,22",0,0,0,2,"0,55","0,9",219,"60,66","99,1",1,F,LOUSTAU,Fanny,DIV,3,"0,83","1,37",2,F,RIVIÈRE DURIVAULT,Sophie,FN,32,"8,86","14,61",3,M,DHERSIN,Patrick,ECO,0,0,0,4,M,DUFRANC,Michel,LR,12,"3,32","5,48",5,M,BAUDE,Dominique,ECO,5,"1,39","2,28",6,M,DE JAEGER,Xavier,DIV,0,0,0,7,M,COURJAUD,Antoine,DVG,0,0,0,8,M,SAVARY,Gilles,SOC,44,"12,19","20,09",9,F,METTE,Sophie,MDM,67,"18,56","30,59",10,M,BERTHONNEAU,Rémy,DLF,11,"3,05","5,02",11,M,PAPIAU,François,FI,37,"10,25","16,89",12,F,GUERNÉ,Cristine,COM,5,"1,39","2,28",13,M,DELCAMP,Jean-Philippe,EXG,3,"0,83","1,37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5ème circonscription,322,Le Pian-Médoc,Commune simple,25.0,3014.0,5.3,44.9562692622, -0.670672181899,"{""type"": ""Polygon""; ""coordinates"": [[[-0.697138225406385; 44.92762099661289]; [-0.725642599473236; 44.95635941443484]; [-0.660086234512545; 44.98255843263045]; [-0.640185694443508; 44.98276110870985]; [-0.627428521521717; 44.97776111687674]; [-0.628330317752059; 44.96423895016303]; [-0.628673024804322; 44.95816190426434]; [-0.621637310414291; 44.94731430125894]; [-0.631366617889921; 44.947231099154784]; [-0.66344760166587; 44.93881412942395]; [-0.670521385252193; 44.92998194189537]; [-0.688894353377048; 44.93056305918538]; [-0.697138225406385; 44.92762099661289]]]}",4998,2440,"48,82",2558,"51,18",19,"0,38","0,74",5,"0,1","0,2",2534,"50,7","99,06",1,F,LEGRAND,Florence,LR,340,"6,8","13,42",2,M,BRARD,Julien,DIV,10,"0,2","0,39",3,M,TAVEAU,François-Régis,EXD,15,"0,3","0,59",4,M,CAPELLI,Christophe,DVD,29,"0,58","1,14",5,F,NGUYEN,Thi Be,DIV,6,"0,12","0,24",6,F,COLEMYN,Sonia,DLF,40,"0,8","1,58",7,F,GOT,Pascale,SOC,328,"6,56","12,94",8,F,CALVO,Martine,FI,332,"6,64","13,1",9,M,SAUBUSSE,Stéphane,ECO,149,"2,98","5,88",10,M,DE FOURNAS,Grégoire,FN,288,"5,76","11,37",11,M,SIMIAN,Benoit,REM,955,"19,11","37,69",12,M,COSTE,Rémy,EXG,7,"0,14","0,28",13,M,LE BOT,Stéphane,COM,35,"0,7","1,38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
