Code du département,Libellé du département,Code de la circonscription,Libellé de la circonscription,Code de la commune,Libellé de la commune,Code du b.vote,Inscrits,Abstentions,% Abs/Ins,Votants,% Vot/Ins,Blancs,% Blancs/Ins,% Blancs/Vot,Nuls,% Nuls/Ins,% Nuls/Vot,Exprimés,% Exp/Ins,% Exp/Vot,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp
33,Gironde,8,8ème circonscription,5,Andernos-les-Bains,4,911,408,"44,79",503,"55,21",3,"0,33","0,6",2,"0,22","0,4",498,"54,67","99,01",2,F,TEXIER,Solange,EXG,4,"0,44","0,8",10,F,TRANNOY,Danielle,COM,3,"0,33","0,6",3,F,COTI,Cécile,FI,56,"6,15","11,24",9,M,PRADAYROL,Pierre,SOC,24,"2,63","4,82",11,M,DUBOT,Nicolas,ECO,19,"2,09","3,82",8,F,COULAIS,Fabienne,DIV,3,"0,33","0,6",1,F,PANONACLE,Sophie,REM,216,"23,71","43,37",5,M,FOULON,Yves,LR,115,"12,62","23,09",6,F,BEY,Anny,DVD,6,"0,66","1,2",7,F,LE PAGE,Sophie,DLF,15,"1,65","3,01",4,M,LAMARA,Laurent,FN,37,"4,06","7,43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,8,8ème circonscription,5,Andernos-les-Bains,5,913,375,"41,07",538,"58,93",3,"0,33","0,56",1,"0,11","0,19",534,"58,49","99,26",2,F,TEXIER,Solange,EXG,1,"0,11","0,19",10,F,TRANNOY,Danielle,COM,3,"0,33","0,56",3,F,COTI,Cécile,FI,46,"5,04","8,61",9,M,PRADAYROL,Pierre,SOC,25,"2,74","4,68",11,M,DUBOT,Nicolas,ECO,22,"2,41","4,12",8,F,COULAIS,Fabienne,DIV,6,"0,66","1,12",1,F,PANONACLE,Sophie,REM,241,"26,4","45,13",5,M,FOULON,Yves,LR,135,"14,79","25,28",6,F,BEY,Anny,DVD,9,"0,99","1,69",7,F,LE PAGE,Sophie,DLF,13,"1,42","2,43",4,M,LAMARA,Laurent,FN,33,"3,61","6,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,8,8ème circonscription,5,Andernos-les-Bains,6,914,482,"52,74",432,"47,26",4,"0,44","0,93",1,"0,11","0,23",427,"46,72","98,84",2,F,TEXIER,Solange,EXG,1,"0,11","0,23",10,F,TRANNOY,Danielle,COM,4,"0,44","0,94",3,F,COTI,Cécile,FI,60,"6,56","14,05",9,M,PRADAYROL,Pierre,SOC,19,"2,08","4,45",11,M,DUBOT,Nicolas,ECO,22,"2,41","5,15",8,F,COULAIS,Fabienne,DIV,5,"0,55","1,17",1,F,PANONACLE,Sophie,REM,179,"19,58","41,92",5,M,FOULON,Yves,LR,86,"9,41","20,14",6,F,BEY,Anny,DVD,10,"1,09","2,34",7,F,LE PAGE,Sophie,DLF,2,"0,22","0,47",4,M,LAMARA,Laurent,FN,39,"4,27","9,13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,8,8ème circonscription,5,Andernos-les-Bains,7,952,365,"38,34",587,"61,66",7,"0,74","1,19",2,"0,21","0,34",578,"60,71","98,47",2,F,TEXIER,Solange,EXG,1,"0,11","0,17",10,F,TRANNOY,Danielle,COM,3,"0,32","0,52",3,F,COTI,Cécile,FI,66,"6,93","11,42",9,M,PRADAYROL,Pierre,SOC,23,"2,42","3,98",11,M,DUBOT,Nicolas,ECO,28,"2,94","4,84",8,F,COULAIS,Fabienne,DIV,2,"0,21","0,35",1,F,PANONACLE,Sophie,REM,250,"26,26","43,25",5,M,FOULON,Yves,LR,149,"15,65","25,78",6,F,BEY,Anny,DVD,6,"0,63","1,04",7,F,LE PAGE,Sophie,DLF,7,"0,74","1,21",4,M,LAMARA,Laurent,FN,43,"4,52","7,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,8,8ème circonscription,5,Andernos-les-Bains,8,1182,480,"40,61",702,"59,39",8,"0,68","1,14",1,"0,08","0,14",693,"58,63","98,72",2,F,TEXIER,Solange,EXG,0,0,0,10,F,TRANNOY,Danielle,COM,5,"0,42","0,72",3,F,COTI,Cécile,FI,61,"5,16","8,8",9,M,PRADAYROL,Pierre,SOC,22,"1,86","3,17",11,M,DUBOT,Nicolas,ECO,32,"2,71","4,62",8,F,COULAIS,Fabienne,DIV,1,"0,08","0,14",1,F,PANONACLE,Sophie,REM,371,"31,39","53,54",5,M,FOULON,Yves,LR,136,"11,51","19,62",6,F,BEY,Anny,DVD,16,"1,35","2,31",7,F,LE PAGE,Sophie,DLF,10,"0,85","1,44",4,M,LAMARA,Laurent,FN,39,"3,3","5,63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,8,8ème circonscription,5,Andernos-les-Bains,9,912,395,"43,31",517,"56,69",3,"0,33","0,58",1,"0,11","0,19",513,"56,25","99,23",2,F,TEXIER,Solange,EXG,1,"0,11","0,19",10,F,TRANNOY,Danielle,COM,2,"0,22","0,39",3,F,COTI,Cécile,FI,48,"5,26","9,36",9,M,PRADAYROL,Pierre,SOC,26,"2,85","5,07",11,M,DUBOT,Nicolas,ECO,16,"1,75","3,12",8,F,COULAIS,Fabienne,DIV,4,"0,44","0,78",1,F,PANONACLE,Sophie,REM,252,"27,63","49,12",5,M,FOULON,Yves,LR,104,"11,4","20,27",6,F,BEY,Anny,DVD,19,"2,08","3,7",7,F,LE PAGE,Sophie,DLF,8,"0,88","1,56",4,M,LAMARA,Laurent,FN,33,"3,62","6,43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,8,8ème circonscription,5,Andernos-les-Bains,10,1017,429,"42,18",588,"57,82",6,"0,59","1,02",5,"0,49","0,85",577,"56,74","98,13",2,F,TEXIER,Solange,EXG,3,"0,29","0,52",10,F,TRANNOY,Danielle,COM,2,"0,2","0,35",3,F,COTI,Cécile,FI,44,"4,33","7,63",9,M,PRADAYROL,Pierre,SOC,20,"1,97","3,47",11,M,DUBOT,Nicolas,ECO,28,"2,75","4,85",8,F,COULAIS,Fabienne,DIV,4,"0,39","0,69",1,F,PANONACLE,Sophie,REM,268,"26,35","46,45",5,M,FOULON,Yves,LR,148,"14,55","25,65",6,F,BEY,Anny,DVD,6,"0,59","1,04",7,F,LE PAGE,Sophie,DLF,12,"1,18","2,08",4,M,LAMARA,Laurent,FN,42,"4,13","7,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,8,8ème circonscription,5,Andernos-les-Bains,11,838,396,"47,26",442,"52,74",4,"0,48","0,9",1,"0,12","0,23",437,"52,15","98,87",2,F,TEXIER,Solange,EXG,1,"0,12","0,23",10,F,TRANNOY,Danielle,COM,3,"0,36","0,69",3,F,COTI,Cécile,FI,42,"5,01","9,61",9,M,PRADAYROL,Pierre,SOC,17,"2,03","3,89",11,M,DUBOT,Nicolas,ECO,32,"3,82","7,32",8,F,COULAIS,Fabienne,DIV,3,"0,36","0,69",1,F,PANONACLE,Sophie,REM,199,"23,75","45,54",5,M,FOULON,Yves,LR,97,"11,58","22,2",6,F,BEY,Anny,DVD,11,"1,31","2,52",7,F,LE PAGE,Sophie,DLF,3,"0,36","0,69",4,M,LAMARA,Laurent,FN,29,"3,46","6,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,11,11ème circonscription,6,Anglade,1,671,334,"49,78",337,"50,22",7,"1,04","2,08",3,"0,45","0,89",327,"48,73","97,03",11,M,BEN HADJ SALEM,Marouni,EXG,2,"0,3","0,61",9,M,LABORDE,Sébastien,COM,3,"0,45","0,92",8,F,LOSSON,Joëlle,FI,40,"5,96","12,23",1,F,LACOSTE,Michelle,SOC,15,"2,24","4,59",4,M,BOURNAZEAU,Bernard,DVG,26,"3,87","7,95",2,F,GOGUET,Caroline,ECO,7,"1,04","2,14",10,M,RICHARD,Olivier,ECO,3,"0,45","0,92",6,F,DEPENVEILLER,Laetitia,DIV,1,"0,15","0,31",14,F,LIGOZAT,Sabine,DIV,2,"0,3","0,61",12,F,HAMMERER,Véronique,REM,63,"9,39","19,27",5,F,CONTE JAUBERT,Mireille,LR,18,"2,68","5,5",13,M,LORIAUD,Xavier,DVD,32,"4,77","9,79",15,M,BALDÈS,Denis,DVD,14,"2,09","4,28",3,M,GIACOMOTTO,Georges,DLF,0,0,0,16,F,DIAZ,Edwige,FN,99,"14,75","30,28",7,M,JAY,François,EXD,2,"0,3","0,61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,9,9ème circonscription,7,Arbanats,1,827,370,"44,74",457,"55,26",15,"1,81","3,28",5,"0,6","1,09",437,"52,84","95,62",13,M,DELCAMP,Jean-Philippe,EXG,2,"0,24","0,46",12,F,GUERNÉ,Cristine,COM,8,"0,97","1,83",11,M,PAPIAU,François,FI,66,"7,98","15,1",8,M,SAVARY,Gilles,SOC,49,"5,93","11,21",7,M,COURJAUD,Antoine,DVG,3,"0,36","0,69",3,M,DHERSIN,Patrick,ECO,0,0,0,5,M,BAUDE,Dominique,ECO,13,"1,57","2,97",1,F,LOUSTAU,Fanny,DIV,3,"0,36","0,69",6,M,DE JAEGER,Xavier,DIV,9,"1,09","2,06",9,F,METTE,Sophie,MDM,163,"19,71","37,3",4,M,DUFRANC,Michel,LR,56,"6,77","12,81",10,M,BERTHONNEAU,Rémy,DLF,11,"1,33","2,52",2,F,RIVIÈRE DURIVAULT,Sophie,FN,54,"6,53","12,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,12,12ème circonscription,8,Arbis,1,202,76,"37,62",126,"62,38",1,"0,5","0,79",1,"0,5","0,79",124,"61,39","98,41",3,M,LAVIN,Richard,EXG,1,"0,5","0,81",8,M,MIQUEU,Christophe,FI,20,"9,9","16,13",9,F,VEYSSY,Catherine,SOC,7,"3,47","5,65",5,F,LARGETEAU,Catherine,DVG,0,0,0,4,F,FABRE-NADLER,Anne-Laure,ECO,7,"3,47","5,65",10,M,LAMOTHE,Benoit,DIV,2,"0,99","1,61",6,F,DUBOS,Christelle,REM,40,"19,8","32,26",11,M,D'AMÉCOURT,Yves,LR,35,"17,33","28,23",2,M,MORIN,Jean-Claude,DVD,0,0,0,7,M,FEBBRARI,Alexis,DLF,0,0,0,1,M,DUVAL-CAMPANA,Patrick,FN,12,"5,94","9,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,8,8ème circonscription,9,Arcachon,1,876,378,"43,15",498,"56,85",1,"0,11","0,2",1,"0,11","0,2",496,"56,62","99,6",2,F,TEXIER,Solange,EXG,0,0,0,10,F,TRANNOY,Danielle,COM,1,"0,11","0,2",3,F,COTI,Cécile,FI,23,"2,63","4,64",9,M,PRADAYROL,Pierre,SOC,10,"1,14","2,02",11,M,DUBOT,Nicolas,ECO,6,"0,68","1,21",8,F,COULAIS,Fabienne,DIV,1,"0,11","0,2",1,F,PANONACLE,Sophie,REM,188,"21,46","37,9",5,M,FOULON,Yves,LR,217,"24,77","43,75",6,F,BEY,Anny,DVD,19,"2,17","3,83",7,F,LE PAGE,Sophie,DLF,4,"0,46","0,81",4,M,LAMARA,Laurent,FN,27,"3,08","5,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,8,8ème circonscription,9,Arcachon,2,890,369,"41,46",521,"58,54",1,"0,11","0,19",3,"0,34","0,58",517,"58,09","99,23",2,F,TEXIER,Solange,EXG,0,0,0,10,F,TRANNOY,Danielle,COM,2,"0,22","0,39",3,F,COTI,Cécile,FI,25,"2,81","4,84",9,M,PRADAYROL,Pierre,SOC,11,"1,24","2,13",11,M,DUBOT,Nicolas,ECO,15,"1,69","2,9",8,F,COULAIS,Fabienne,DIV,3,"0,34","0,58",1,F,PANONACLE,Sophie,REM,197,"22,13","38,1",5,M,FOULON,Yves,LR,217,"24,38","41,97",6,F,BEY,Anny,DVD,19,"2,13","3,68",7,F,LE PAGE,Sophie,DLF,8,"0,9","1,55",4,M,LAMARA,Laurent,FN,20,"2,25","3,87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,8,8ème circonscription,9,Arcachon,3,1005,386,"38,41",619,"61,59",2,"0,2","0,32",1,"0,1","0,16",616,"61,29","99,52",2,F,TEXIER,Solange,EXG,0,0,0,10,F,TRANNOY,Danielle,COM,2,"0,2","0,32",3,F,COTI,Cécile,FI,42,"4,18","6,82",9,M,PRADAYROL,Pierre,SOC,18,"1,79","2,92",11,M,DUBOT,Nicolas,ECO,21,"2,09","3,41",8,F,COULAIS,Fabienne,DIV,1,"0,1","0,16",1,F,PANONACLE,Sophie,REM,217,"21,59","35,23",5,M,FOULON,Yves,LR,258,"25,67","41,88",6,F,BEY,Anny,DVD,26,"2,59","4,22",7,F,LE PAGE,Sophie,DLF,7,"0,7","1,14",4,M,LAMARA,Laurent,FN,24,"2,39","3,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,8,8ème circonscription,9,Arcachon,4,1125,535,"47,56",590,"52,44",3,"0,27","0,51",2,"0,18","0,34",585,52,"99,15",2,F,TEXIER,Solange,EXG,0,0,0,10,F,TRANNOY,Danielle,COM,3,"0,27","0,51",3,F,COTI,Cécile,FI,23,"2,04","3,93",9,M,PRADAYROL,Pierre,SOC,10,"0,89","1,71",11,M,DUBOT,Nicolas,ECO,14,"1,24","2,39",8,F,COULAIS,Fabienne,DIV,1,"0,09","0,17",1,F,PANONACLE,Sophie,REM,187,"16,62","31,97",5,M,FOULON,Yves,LR,288,"25,6","49,23",6,F,BEY,Anny,DVD,15,"1,33","2,56",7,F,LE PAGE,Sophie,DLF,4,"0,36","0,68",4,M,LAMARA,Laurent,FN,40,"3,56","6,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,8,8ème circonscription,9,Arcachon,5,1071,458,"42,76",613,"57,24",8,"0,75","1,31",3,"0,28","0,49",602,"56,21","98,21",2,F,TEXIER,Solange,EXG,0,0,0,10,F,TRANNOY,Danielle,COM,2,"0,19","0,33",3,F,COTI,Cécile,FI,31,"2,89","5,15",9,M,PRADAYROL,Pierre,SOC,17,"1,59","2,82",11,M,DUBOT,Nicolas,ECO,7,"0,65","1,16",8,F,COULAIS,Fabienne,DIV,3,"0,28","0,5",1,F,PANONACLE,Sophie,REM,208,"19,42","34,55",5,M,FOULON,Yves,LR,256,"23,9","42,52",6,F,BEY,Anny,DVD,22,"2,05","3,65",7,F,LE PAGE,Sophie,DLF,9,"0,84","1,5",4,M,LAMARA,Laurent,FN,47,"4,39","7,81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,8,8ème circonscription,9,Arcachon,6,873,359,"41,12",514,"58,88",1,"0,11","0,19",3,"0,34","0,58",510,"58,42","99,22",2,F,TEXIER,Solange,EXG,3,"0,34","0,59",10,F,TRANNOY,Danielle,COM,1,"0,11","0,2",3,F,COTI,Cécile,FI,22,"2,52","4,31",9,M,PRADAYROL,Pierre,SOC,17,"1,95","3,33",11,M,DUBOT,Nicolas,ECO,9,"1,03","1,76",8,F,COULAIS,Fabienne,DIV,0,0,0,1,F,PANONACLE,Sophie,REM,222,"25,43","43,53",5,M,FOULON,Yves,LR,192,"21,99","37,65",6,F,BEY,Anny,DVD,13,"1,49","2,55",7,F,LE PAGE,Sophie,DLF,10,"1,15","1,96",4,M,LAMARA,Laurent,FN,21,"2,41","4,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,8,8ème circonscription,9,Arcachon,7,1146,504,"43,98",642,"56,02",0,0,0,1,"0,09","0,16",641,"55,93","99,84",2,F,TEXIER,Solange,EXG,4,"0,35","0,62",10,F,TRANNOY,Danielle,COM,2,"0,17","0,31",3,F,COTI,Cécile,FI,13,"1,13","2,03",9,M,PRADAYROL,Pierre,SOC,24,"2,09","3,74",11,M,DUBOT,Nicolas,ECO,11,"0,96","1,72",8,F,COULAIS,Fabienne,DIV,2,"0,17","0,31",1,F,PANONACLE,Sophie,REM,224,"19,55","34,95",5,M,FOULON,Yves,LR,277,"24,17","43,21",6,F,BEY,Anny,DVD,28,"2,44","4,37",7,F,LE PAGE,Sophie,DLF,5,"0,44","0,78",4,M,LAMARA,Laurent,FN,51,"4,45","7,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,8,8ème circonscription,9,Arcachon,8,907,478,"52,7",429,"47,3",2,"0,22","0,47",4,"0,44","0,93",423,"46,64","98,6",2,F,TEXIER,Solange,EXG,2,"0,22","0,47",10,F,TRANNOY,Danielle,COM,5,"0,55","1,18",3,F,COTI,Cécile,FI,46,"5,07","10,87",9,M,PRADAYROL,Pierre,SOC,7,"0,77","1,65",11,M,DUBOT,Nicolas,ECO,14,"1,54","3,31",8,F,COULAIS,Fabienne,DIV,1,"0,11","0,24",1,F,PANONACLE,Sophie,REM,135,"14,88","31,91",5,M,FOULON,Yves,LR,166,"18,3","39,24",6,F,BEY,Anny,DVD,10,"1,1","2,36",7,F,LE PAGE,Sophie,DLF,4,"0,44","0,95",4,M,LAMARA,Laurent,FN,33,"3,64","7,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,8,8ème circonscription,9,Arcachon,9,901,342,"37,96",559,"62,04",5,"0,55","0,89",3,"0,33","0,54",551,"61,15","98,57",2,F,TEXIER,Solange,EXG,0,0,0,10,F,TRANNOY,Danielle,COM,0,0,0,3,F,COTI,Cécile,FI,15,"1,66","2,72",9,M,PRADAYROL,Pierre,SOC,17,"1,89","3,09",11,M,DUBOT,Nicolas,ECO,15,"1,66","2,72",8,F,COULAIS,Fabienne,DIV,4,"0,44","0,73",1,F,PANONACLE,Sophie,REM,217,"24,08","39,38",5,M,FOULON,Yves,LR,244,"27,08","44,28",6,F,BEY,Anny,DVD,13,"1,44","2,36",7,F,LE PAGE,Sophie,DLF,7,"0,78","1,27",4,M,LAMARA,Laurent,FN,19,"2,11","3,45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,8,8ème circonscription,9,Arcachon,10,1120,462,"41,25",658,"58,75",2,"0,18","0,3",4,"0,36","0,61",652,"58,21","99,09",2,F,TEXIER,Solange,EXG,0,0,0,10,F,TRANNOY,Danielle,COM,1,"0,09","0,15",3,F,COTI,Cécile,FI,36,"3,21","5,52",9,M,PRADAYROL,Pierre,SOC,24,"2,14","3,68",11,M,DUBOT,Nicolas,ECO,14,"1,25","2,15",8,F,COULAIS,Fabienne,DIV,2,"0,18","0,31",1,F,PANONACLE,Sophie,REM,220,"19,64","33,74",5,M,FOULON,Yves,LR,295,"26,34","45,25",6,F,BEY,Anny,DVD,16,"1,43","2,45",7,F,LE PAGE,Sophie,DLF,5,"0,45","0,77",4,M,LAMARA,Laurent,FN,39,"3,48","5,98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,8,8ème circonscription,9,Arcachon,11,794,313,"39,42",481,"60,58",0,0,0,2,"0,25","0,42",479,"60,33","99,58",2,F,TEXIER,Solange,EXG,1,"0,13","0,21",10,F,TRANNOY,Danielle,COM,0,0,0,3,F,COTI,Cécile,FI,23,"2,9","4,8",9,M,PRADAYROL,Pierre,SOC,7,"0,88","1,46",11,M,DUBOT,Nicolas,ECO,6,"0,76","1,25",8,F,COULAIS,Fabienne,DIV,1,"0,13","0,21",1,F,PANONACLE,Sophie,REM,180,"22,67","37,58",5,M,FOULON,Yves,LR,215,"27,08","44,89",6,F,BEY,Anny,DVD,25,"3,15","5,22",7,F,LE PAGE,Sophie,DLF,3,"0,38","0,63",4,M,LAMARA,Laurent,FN,18,"2,27","3,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,5,5ème circonscription,10,Arcins,1,316,139,"43,99",177,"56,01",1,"0,32","0,56",0,0,0,176,"55,7","99,44",12,M,COSTE,Rémy,EXG,2,"0,63","1,14",13,M,LE BOT,Stéphane,COM,3,"0,95","1,7",8,F,CALVO,Martine,FI,11,"3,48","6,25",7,F,GOT,Pascale,SOC,45,"14,24","25,57",9,M,SAUBUSSE,Stéphane,ECO,2,"0,63","1,14",2,M,BRARD,Julien,DIV,2,"0,63","1,14",5,F,NGUYEN,Thi Be,DIV,0,0,0,11,M,SIMIAN,Benoit,REM,43,"13,61","24,43",1,F,LEGRAND,Florence,LR,21,"6,65","11,93",4,M,CAPELLI,Christophe,DVD,3,"0,95","1,7",6,F,COLEMYN,Sonia,DLF,5,"1,58","2,84",10,M,DE FOURNAS,Grégoire,FN,37,"11,71","21,02",3,M,TAVEAU,François-Régis,EXD,2,"0,63","1,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,8,8ème circonscription,11,Arès,1,1048,523,"49,9",525,"50,1",6,"0,57","1,14",5,"0,48","0,95",514,"49,05","97,9",2,F,TEXIER,Solange,EXG,0,0,0,10,F,TRANNOY,Danielle,COM,6,"0,57","1,17",3,F,COTI,Cécile,FI,59,"5,63","11,48",9,M,PRADAYROL,Pierre,SOC,14,"1,34","2,72",11,M,DUBOT,Nicolas,ECO,13,"1,24","2,53",8,F,COULAIS,Fabienne,DIV,2,"0,19","0,39",1,F,PANONACLE,Sophie,REM,218,"20,8","42,41",5,M,FOULON,Yves,LR,108,"10,31","21,01",6,F,BEY,Anny,DVD,17,"1,62","3,31",7,F,LE PAGE,Sophie,DLF,14,"1,34","2,72",4,M,LAMARA,Laurent,FN,63,"6,01","12,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,8,8ème circonscription,11,Arès,2,853,438,"51,35",415,"48,65",6,"0,7","1,45",1,"0,12","0,24",408,"47,83","98,31",2,F,TEXIER,Solange,EXG,0,0,0,10,F,TRANNOY,Danielle,COM,4,"0,47","0,98",3,F,COTI,Cécile,FI,46,"5,39","11,27",9,M,PRADAYROL,Pierre,SOC,12,"1,41","2,94",11,M,DUBOT,Nicolas,ECO,13,"1,52","3,19",8,F,COULAIS,Fabienne,DIV,0,0,0,1,F,PANONACLE,Sophie,REM,169,"19,81","41,42",5,M,FOULON,Yves,LR,106,"12,43","25,98",6,F,BEY,Anny,DVD,6,"0,7","1,47",7,F,LE PAGE,Sophie,DLF,3,"0,35","0,74",4,M,LAMARA,Laurent,FN,49,"5,74","12,01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
