Support d'identification,Catégorie,Déchetterie,Date,Heure,Produit,Quantité
25175,PARTICULIER,GENSAC,28/03/2013,16:39:00,,"0,00"
07150,PARTICULIER,GENSAC,28/03/2013,16:44:00,,"0,00"
07841,PARTICULIER,GENSAC,28/03/2013,16:53:00,,"0,00"
24678,PARTICULIER,GENSAC,28/03/2013,17:24:00,,"0,00"
07260,PARTICULIER,GENSAC,28/03/2013,17:36:00,,"0,00"
07614,PROFESSIONNEL,RIMONS,28/03/2013,17:41:00,,"0,00"
24278,PARTICULIER,RIMONS,28/03/2013,17:35:00,,"0,00"
24746,PARTICULIER,RIMONS,28/03/2013,17:21:00,,"0,00"
07673,PROFESSIONNEL,RIMONS,28/03/2013,17:04:00,,"0,00"
07586,PARTICULIER,RIMONS,28/03/2013,16:30:00,,"0,00"
05558,PARTICULIER,RIMONS,28/03/2013,15:59:00,,"0,00"
05321,PARTICULIER,RIMONS,28/03/2013,15:54:00,,"0,00"
08213,PARTICULIER,RIMONS,28/03/2013,15:39:00,,"0,00"
03160,PROFESSIONNEL,RIMONS,28/03/2013,15:37:00,,"0,00"
06177,PARTICULIER,RIMONS,28/03/2013,15:24:00,,"0,00"
24904,PARTICULIER,RIMONS,28/03/2013,14:33:00,,"0,00"
25110,PARTICULIER,RIMONS,28/03/2013,14:18:00,,"0,00"
06458,PROFESSIONNEL,RIMONS,28/03/2013,14:02:00,,"0,00"
03015,PROFESSIONNEL,LA REOLE,29/03/2013,09:00:00,,"0,00"
25085,PROFESSIONNEL,LA REOLE,29/03/2013,09:17:00,,"0,00"
07378,PARTICULIER,LA REOLE,29/03/2013,09:23:00,,"0,00"
07401,PARTICULIER,LA REOLE,29/03/2013,10:02:00,,"0,00"
25498,PARTICULIER,LA REOLE,29/03/2013,10:12:00,,"0,00"
25149,PARTICULIER,LA REOLE,29/03/2013,10:45:00,,"0,00"
01714,PARTICULIER,LA REOLE,29/03/2013,10:53:00,,"0,00"
07333,PROFESSIONNEL,LA REOLE,29/03/2013,11:06:00,,"0,00"
07333,PROFESSIONNEL,LA REOLE,29/03/2013,11:06:00,,"0,00"
07730,PARTICULIER,LA REOLE,29/03/2013,11:16:00,,"0,00"
24819,PROFESSIONNEL,LA REOLE,29/03/2013,11:25:00,,"0,00"
25517,PARTICULIER,LA REOLE,29/03/2013,11:25:00,,"0,00"
29361,PROFESSIONNEL,LA REOLE,29/03/2013,11:43:00,,"0,00"
24819,PROFESSIONNEL,LA REOLE,29/03/2013,11:53:00,,"0,00"
28246,PROFESSIONNEL,LA REOLE,29/03/2013,14:04:00,,"0,00"
28365,PARTICULIER,LA REOLE,29/03/2013,14:26:00,,"0,00"
07421,PARTICULIER,LA REOLE,29/03/2013,14:36:00,,"0,00"
24917,PARTICULIER,LA REOLE,29/03/2013,14:43:00,,"0,00"
05773,PARTICULIER,RIMONS,29/03/2013,11:49:00,,"0,00"
01615,PARTICULIER,LA REOLE,29/03/2013,14:49:00,,"0,00"
08398,PARTICULIER,RIMONS,29/03/2013,11:28:00,,"0,00"
25358,PARTICULIER,LA REOLE,29/03/2013,15:03:00,,"0,00"
05526,PARTICULIER,RIMONS,29/03/2013,11:26:00,,"0,00"
05061,PARTICULIER,LA REOLE,29/03/2013,15:33:00,,"0,00"
24190,PARTICULIER,RIMONS,29/03/2013,11:19:00,,"0,00"
05492,PARTICULIER,LA REOLE,29/03/2013,15:50:00,,"0,00"
24032,PARTICULIER,RIMONS,29/03/2013,11:17:00,,"0,00"
07730,PARTICULIER,LA REOLE,29/03/2013,16:18:00,,"0,00"
08159,PARTICULIER,RIMONS,29/03/2013,11:10:00,,"0,00"
05265,PARTICULIER,LA REOLE,29/03/2013,16:21:00,,"0,00"
06159,PARTICULIER,RIMONS,29/03/2013,10:39:00,,"0,00"
06762,PARTICULIER,LA REOLE,29/03/2013,16:26:00,,"0,00"
24260,PARTICULIER,RIMONS,29/03/2013,09:56:00,,"0,00"
28359,PARTICULIER,LA REOLE,29/03/2013,16:30:00,,"0,00"
06580,PARTICULIER,RIMONS,29/03/2013,09:44:00,,"0,00"
03067,PROFESSIONNEL,LA REOLE,29/03/2013,16:56:00,,"0,00"
24712,PARTICULIER,RIMONS,29/03/2013,09:17:00,,"0,00"
24844,PARTICULIER,LA REOLE,29/03/2013,17:21:00,,"0,00"
24268,PROFESSIONNEL,RIMONS,29/03/2013,09:17:00,,"0,00"
09595,PARTICULIER,LA REOLE,29/03/2013,17:29:00,,"0,00"
29370,PROFESSIONNEL,RIMONS,29/03/2013,14:14:00,,"0,00"
02444,PARTICULIER,RIMONS,29/03/2013,14:17:00,,"0,00"
24372,PARTICULIER,RIMONS,29/03/2013,14:24:00,,"0,00"
24232,PARTICULIER,RIMONS,29/03/2013,14:31:00,,"0,00"
25103,PARTICULIER,RIMONS,29/03/2013,14:57:00,,"0,00"
29370,PROFESSIONNEL,RIMONS,29/03/2013,15:01:00,,"0,00"
29370,PROFESSIONNEL,RIMONS,29/03/2013,15:43:00,,"0,00"
25118,PARTICULIER,RIMONS,29/03/2013,15:51:00,,"0,00"
01359,PARTICULIER,RIMONS,29/03/2013,15:55:00,,"0,00"
05730,PROFESSIONNEL,RIMONS,29/03/2013,15:58:00,,"0,00"
24877,PARTICULIER,RIMONS,29/03/2013,15:59:00,,"0,00"
08159,PARTICULIER,RIMONS,29/03/2013,16:03:00,,"0,00"
24185,PARTICULIER,RIMONS,29/03/2013,16:05:00,,"0,00"
05873,PARTICULIER,RIMONS,29/03/2013,16:16:00,,"0,00"
06459,PARTICULIER,RIMONS,29/03/2013,16:52:00,,"0,00"
05561,PARTICULIER,RIMONS,29/03/2013,17:29:00,,"0,00"
01359,PARTICULIER,RIMONS,29/03/2013,17:30:00,,"0,00"
25112,PARTICULIER,RIMONS,29/03/2013,17:36:00,,"0,00"
06332,PARTICULIER,GENSAC,29/03/2013,09:39:00,,"0,00"
01970,PARTICULIER,GENSAC,29/03/2013,09:42:00,,"0,00"
07354,PARTICULIER,GENSAC,29/03/2013,09:46:00,,"0,00"
02205,PARTICULIER,GENSAC,29/03/2013,10:28:00,,"0,00"
07584,PARTICULIER,GENSAC,29/03/2013,10:40:00,,"0,00"
27460,PROFESSIONNEL,GENSAC,29/03/2013,11:12:00,,"0,00"
24748,PARTICULIER,GENSAC,29/03/2013,14:15:00,,"0,00"
04245,PARTICULIER,GENSAC,29/03/2013,14:19:00,,"0,00"
05721,PARTICULIER,GENSAC,29/03/2013,14:23:00,,"0,00"
06332,PARTICULIER,GENSAC,29/03/2013,14:26:00,,"0,00"
25581,PARTICULIER,GENSAC,29/03/2013,15:19:00,,"0,00"
04264,PARTICULIER,GENSAC,29/03/2013,15:20:00,,"0,00"
06127,PARTICULIER,GENSAC,29/03/2013,15:28:00,,"0,00"
04234,PARTICULIER,GENSAC,29/03/2013,15:35:00,,"0,00"
05768,PARTICULIER,GENSAC,29/03/2013,16:00:00,,"0,00"
07835,PARTICULIER,GENSAC,29/03/2013,16:09:00,,"0,00"
06905,PARTICULIER,GENSAC,29/03/2013,17:14:00,,"0,00"
24678,PARTICULIER,GENSAC,29/03/2013,17:23:00,,"0,00"
07462,PARTICULIER,GENSAC,29/03/2013,17:29:00,,"0,00"
24768,PARTICULIER,GENSAC,29/03/2013,17:34:00,,"0,00"
03037,PROFESSIONNEL,GENSAC,29/03/2013,17:45:00,,"0,00"
03114,PROFESSIONNEL,LA REOLE,30/03/2013,09:02:00,,"0,00"
00863,PARTICULIER,LA REOLE,30/03/2013,09:03:00,,"0,00"
08011,PARTICULIER,LA REOLE,30/03/2013,09:04:00,,"0,00"
07730,PARTICULIER,LA REOLE,30/03/2013,09:15:00,,"0,00"
25505,PARTICULIER,LA REOLE,30/03/2013,09:26:00,,"0,00"
06593,PARTICULIER,LA REOLE,30/03/2013,09:38:00,,"0,00"
06575,PARTICULIER,LA REOLE,30/03/2013,10:56:00,,"0,00"
01674,PARTICULIER,LA REOLE,30/03/2013,11:21:00,,"0,00"
02473,PARTICULIER,LA REOLE,30/03/2013,11:45:00,,"0,00"
26208,PARTICULIER,LA REOLE,30/03/2013,11:50:00,,"0,00"
03162,PROFESSIONNEL,LA REOLE,30/03/2013,11:58:00,,"0,00"
07589,PARTICULIER,LA REOLE,30/03/2013,14:09:00,,"0,00"
29237,PROFESSIONNEL,LA REOLE,30/03/2013,14:12:00,,"0,00"
08076,PARTICULIER,LA REOLE,30/03/2013,14:20:00,,"0,00"
26352,PARTICULIER,LA REOLE,30/03/2013,14:29:00,,"0,00"
07431,PARTICULIER,LA REOLE,30/03/2013,14:39:00,,"0,00"
24671,PARTICULIER,LA REOLE,30/03/2013,14:48:00,,"0,00"
01316,PARTICULIER,LA REOLE,30/03/2013,14:52:00,,"0,00"
26556,PARTICULIER,LA REOLE,30/03/2013,15:09:00,,"0,00"
01316,PARTICULIER,LA REOLE,30/03/2013,15:13:00,,"0,00"
07388,PARTICULIER,LA REOLE,30/03/2013,15:47:00,,"0,00"
26352,PARTICULIER,LA REOLE,30/03/2013,15:51:00,,"0,00"
01758,PARTICULIER,LA REOLE,30/03/2013,16:14:00,,"0,00"
01694,PARTICULIER,LA REOLE,30/03/2013,16:16:00,,"0,00"
01694,PARTICULIER,LA REOLE,30/03/2013,16:52:00,,"0,00"
25364,PARTICULIER,LA REOLE,30/03/2013,17:13:00,,"0,00"
08011,PARTICULIER,LA REOLE,30/03/2013,17:33:00,,"0,00"
05497,PARTICULIER,RIMONS,30/03/2013,09:19:00,,"0,00"
25043,PARTICULIER,RIMONS,30/03/2013,09:32:00,,"0,00"
24708,PARTICULIER,RIMONS,30/03/2013,10:17:00,,"0,00"
01643,PARTICULIER,RIMONS,30/03/2013,10:20:00,,"0,00"
25099,PARTICULIER,RIMONS,30/03/2013,10:34:00,,"0,00"
06155,PARTICULIER,RIMONS,30/03/2013,10:56:00,,"0,00"
24698,PARTICULIER,RIMONS,30/03/2013,11:37:00,,"0,00"
06494,PARTICULIER,RIMONS,30/03/2013,16:57:00,,"0,00"
02997,PARTICULIER,RIMONS,30/03/2013,16:53:00,,"0,00"
06190,PARTICULIER,RIMONS,30/03/2013,16:32:00,,"0,00"
03154,PROFESSIONNEL,RIMONS,30/03/2013,16:18:00,,"0,00"
06177,PARTICULIER,RIMONS,30/03/2013,16:12:00,,"0,00"
06177,PARTICULIER,RIMONS,30/03/2013,16:07:00,,"0,00"
01663,PARTICULIER,RIMONS,30/03/2013,15:31:00,,"0,00"
07893,PARTICULIER,RIMONS,30/03/2013,15:15:00,,"0,00"
01368,PARTICULIER,RIMONS,30/03/2013,14:49:00,,"0,00"
02997,PARTICULIER,RIMONS,30/03/2013,14:29:00,,"0,00"
02826,PARTICULIER,GENSAC,30/03/2013,08:58:00,,"0,00"
27466,PARTICULIER,GENSAC,30/03/2013,09:10:00,,"0,00"
04227,PARTICULIER,GENSAC,30/03/2013,09:33:00,,"0,00"
00037,PARTICULIER,GENSAC,30/03/2013,09:47:00,,"0,00"
06920,PARTICULIER,GENSAC,30/03/2013,10:51:00,,"0,00"
07156,PARTICULIER,GENSAC,30/03/2013,11:30:00,,"0,00"
07895,PARTICULIER,GENSAC,30/03/2013,11:52:00,,"0,00"
27462,PARTICULIER,GENSAC,30/03/2013,14:32:00,,"0,00"
06932,PARTICULIER,GENSAC,30/03/2013,15:13:00,,"0,00"
06268,PROFESSIONNEL,GENSAC,30/03/2013,15:30:00,,"0,00"
01261,PARTICULIER,GENSAC,30/03/2013,15:37:00,,"0,00"
06978,PARTICULIER,GENSAC,30/03/2013,15:53:00,,"0,00"
27466,PARTICULIER,GENSAC,30/03/2013,15:58:00,,"0,00"
07840,PARTICULIER,GENSAC,30/03/2013,16:47:00,,"0,00"
06994,PARTICULIER,GENSAC,30/03/2013,16:56:00,,"0,00"
06932,PARTICULIER,GENSAC,30/03/2013,16:56:00,,"0,00"
06268,PROFESSIONNEL,GENSAC,30/03/2013,17:21:00,,"0,00"
03067,PROFESSIONNEL,LA REOLE,02/04/2013,09:17:00,,"0,00"
06044,PROFESSIONNEL,LA REOLE,02/04/2013,09:18:00,,"0,00"
01840,PARTICULIER,LA REOLE,02/04/2013,09:47:00,,"0,00"
07947,PARTICULIER,LA REOLE,02/04/2013,10:18:00,,"0,00"
25498,PARTICULIER,LA REOLE,02/04/2013,10:36:00,,"0,00"
24888,PARTICULIER,LA REOLE,02/04/2013,11:21:00,,"0,00"
07402,PARTICULIER,LA REOLE,02/04/2013,11:48:00,,"0,00"
03067,PROFESSIONNEL,LA REOLE,02/04/2013,14:15:00,,"0,00"
01590,PARTICULIER,LA REOLE,02/04/2013,14:47:00,,"0,00"
00498,PARTICULIER,LA REOLE,02/04/2013,15:12:00,,"0,00"
06998,PROFESSIONNEL,LA REOLE,02/04/2013,15:22:00,,"0,00"
08039,PARTICULIER,LA REOLE,02/04/2013,15:23:00,,"0,00"
05343,PARTICULIER,LA REOLE,02/04/2013,15:28:00,,"0,00"
29361,PROFESSIONNEL,LA REOLE,02/04/2013,15:59:00,,"0,00"
25085,PROFESSIONNEL,LA REOLE,02/04/2013,16:25:00,,"0,00"
06769,PARTICULIER,LA REOLE,02/04/2013,16:43:00,,"0,00"
07871,PROFESSIONNEL,LA REOLE,02/04/2013,17:15:00,,"0,00"
07932,PROFESSIONNEL,LA REOLE,02/04/2013,17:19:00,,"0,00"
06564,PARTICULIER,LA REOLE,02/04/2013,17:35:00,,"0,00"
07731,PROFESSIONNEL,RIMONS,02/04/2013,08:06:00,,"0,00"
02489,PARTICULIER,RIMONS,02/04/2013,09:26:00,,"0,00"
27557,PARTICULIER,RIMONS,02/04/2013,10:11:00,,"0,00"
06306,PARTICULIER,RIMONS,02/04/2013,10:11:00,,"0,00"
05408,PARTICULIER,RIMONS,02/04/2013,10:21:00,,"0,00"
26351,PARTICULIER,RIMONS,02/04/2013,10:24:00,,"0,00"
08398,PARTICULIER,RIMONS,02/04/2013,10:35:00,,"0,00"
25578,PARTICULIER,RIMONS,02/04/2013,13:12:00,,"0,00"
05408,PARTICULIER,RIMONS,02/04/2013,13:29:00,,"0,00"
25118,PARTICULIER,RIMONS,02/04/2013,13:45:00,,"0,00"
05037,PARTICULIER,RIMONS,02/04/2013,14:59:00,,"0,00"
24268,PROFESSIONNEL,RIMONS,02/04/2013,15:22:00,,"0,00"
06151,PARTICULIER,RIMONS,02/04/2013,15:36:00,,"0,00"
07951,PARTICULIER,RIMONS,02/04/2013,15:51:00,,"0,00"
08159,PARTICULIER,RIMONS,02/04/2013,16:03:00,,"0,00"
06153,PARTICULIER,RIMONS,02/04/2013,16:46:00,,"0,00"
06151,PARTICULIER,RIMONS,02/04/2013,16:50:00,,"0,00"
06459,PARTICULIER,RIMONS,02/04/2013,17:07:00,,"0,00"
24838,PARTICULIER,RIMONS,02/04/2013,17:19:00,,"0,00"
06332,PARTICULIER,GENSAC,03/04/2013,11:50:00,,"0,00"
04807,PARTICULIER,GENSAC,03/04/2013,11:51:00,,"0,00"
25575,PARTICULIER,GENSAC,03/04/2013,11:52:00,,"0,00"
28306,PARTICULIER,GENSAC,03/04/2013,12:01:00,,"0,00"
01259,PARTICULIER,GENSAC,03/04/2013,14:12:00,,"0,00"
03103,PROFESSIONNEL,GENSAC,03/04/2013,14:19:00,,"0,00"
04246,PARTICULIER,GENSAC,03/04/2013,14:21:00,,"0,00"
08396,PARTICULIER,GENSAC,03/04/2013,14:27:00,,"0,00"
04711,PARTICULIER,GENSAC,03/04/2013,14:40:00,,"0,00"
05062,PARTICULIER,GENSAC,03/04/2013,14:42:00,,"0,00"
07837,PARTICULIER,GENSAC,03/04/2013,14:55:00,,"0,00"
27471,PARTICULIER,GENSAC,03/04/2013,15:26:00,,"0,00"
02124,PARTICULIER,GENSAC,03/04/2013,15:31:00,,"0,00"
24526,PARTICULIER,GENSAC,03/04/2013,15:32:00,,"0,00"
25649,PARTICULIER,GENSAC,03/04/2013,15:46:00,,"0,00"
24953,PARTICULIER,GENSAC,03/04/2013,15:49:00,,"0,00"
06932,PARTICULIER,GENSAC,03/04/2013,15:50:00,,"0,00"
01242,PARTICULIER,GENSAC,03/04/2013,16:11:00,,"0,00"
06313,PARTICULIER,GENSAC,03/04/2013,16:22:00,,"0,00"
08350,PARTICULIER,GENSAC,03/04/2013,16:27:00,,"0,00"
07259,PARTICULIER,GENSAC,03/04/2013,16:28:00,,"0,00"
24660,PARTICULIER,GENSAC,03/04/2013,16:30:00,,"0,00"
24526,PARTICULIER,GENSAC,03/04/2013,16:33:00,,"0,00"
25580,PARTICULIER,GENSAC,03/04/2013,16:35:00,,"0,00"
04230,PARTICULIER,GENSAC,03/04/2013,17:32:00,,"0,00"
08123,PARTICULIER,GENSAC,03/04/2013,17:34:00,,"0,00"
04251,PARTICULIER,GENSAC,03/04/2013,17:40:00,,"0,00"
08102,PARTICULIER,RIMONS,03/04/2013,16:48:00,,"0,00"
24614,PARTICULIER,RIMONS,03/04/2013,16:34:00,,"0,00"
25099,PARTICULIER,RIMONS,03/04/2013,16:34:00,,"0,00"
26431,PARTICULIER,RIMONS,03/04/2013,16:04:00,,"0,00"
06140,PARTICULIER,RIMONS,03/04/2013,16:01:00,,"0,00"
02467,PARTICULIER,RIMONS,03/04/2013,15:12:00,,"0,00"
00151,PARTICULIER,RIMONS,03/04/2013,14:31:00,,"0,00"
07951,PARTICULIER,RIMONS,03/04/2013,11:51:00,,"0,00"
25095,PARTICULIER,RIMONS,03/04/2013,11:51:00,,"0,00"
25597,PARTICULIER,RIMONS,03/04/2013,11:42:00,,"0,00"
03160,PROFESSIONNEL,RIMONS,03/04/2013,11:21:00,,"0,00"
03054,PROFESSIONNEL,RIMONS,03/04/2013,11:16:00,,"0,00"
25542,PARTICULIER,RIMONS,03/04/2013,10:33:00,,"0,00"
03160,PROFESSIONNEL,RIMONS,03/04/2013,10:26:00,,"0,00"
07951,PARTICULIER,RIMONS,03/04/2013,10:14:00,,"0,00"
25565,PARTICULIER,RIMONS,03/04/2013,10:02:00,,"0,00"
07893,PARTICULIER,RIMONS,03/04/2013,09:53:00,,"0,00"
01132,PARTICULIER,RIMONS,03/04/2013,09:30:00,,"0,00"
25617,PROFESSIONNEL,RIMONS,03/04/2013,09:26:00,,"0,00"
04751,PARTICULIER,RIMONS,03/04/2013,09:23:00,,"0,00"
25118,PARTICULIER,RIMONS,03/04/2013,09:17:00,,"0,00"
07885,PROFESSIONNEL,LA REOLE,03/04/2013,09:41:00,,"0,00"
09555,PARTICULIER,LA REOLE,03/04/2013,10:47:00,,"0,00"
03067,PROFESSIONNEL,LA REOLE,03/04/2013,11:08:00,,"0,00"
03162,PROFESSIONNEL,LA REOLE,03/04/2013,11:22:00,,"0,00"
03067,PROFESSIONNEL,LA REOLE,03/04/2013,11:28:00,,"0,00"
07871,PROFESSIONNEL,LA REOLE,03/04/2013,11:35:00,,"0,00"
02999,PARTICULIER,LA REOLE,03/04/2013,11:36:00,,"0,00"
25150,PARTICULIER,LA REOLE,03/04/2013,14:01:00,,"0,00"
08179,PROFESSIONNEL,LA REOLE,03/04/2013,14:20:00,,"0,00"
25150,PARTICULIER,LA REOLE,03/04/2013,14:34:00,,"0,00"
28375,PARTICULIER,LA REOLE,03/04/2013,14:39:00,,"0,00"
00909,PARTICULIER,LA REOLE,03/04/2013,15:10:00,,"0,00"
08172,PARTICULIER,LA REOLE,03/04/2013,15:17:00,,"0,00"
01314,PARTICULIER,LA REOLE,03/04/2013,15:32:00,,"0,00"
00909,PARTICULIER,LA REOLE,03/04/2013,15:34:00,,"0,00"
26557,PARTICULIER,LA REOLE,03/04/2013,15:50:00,,"0,00"
02999,PARTICULIER,LA REOLE,03/04/2013,15:55:00,,"0,00"
03162,PROFESSIONNEL,LA REOLE,03/04/2013,16:25:00,,"0,00"
08076,PARTICULIER,LA REOLE,03/04/2013,16:40:00,,"0,00"
28357,PARTICULIER,LA REOLE,03/04/2013,16:59:00,,"0,00"
02123,PARTICULIER,GENSAC,03/04/2013,09:02:00,,"0,00"
05480,PARTICULIER,GENSAC,03/04/2013,10:29:00,,"0,00"
05422,PARTICULIER,GENSAC,03/04/2013,10:29:00,,"0,00"
07840,PARTICULIER,GENSAC,03/04/2013,10:29:00,,"0,00"
06932,PARTICULIER,GENSAC,03/04/2013,10:29:00,,"0,00"
04885,PARTICULIER,GENSAC,03/04/2013,10:30:00,,"0,00"
07841,PARTICULIER,GENSAC,03/04/2013,10:30:00,,"0,00"
28303,PARTICULIER,GENSAC,03/04/2013,10:30:00,,"0,00"
06322,PARTICULIER,GENSAC,03/04/2013,10:30:00,,"0,00"
07245,PARTICULIER,GENSAC,03/04/2013,11:49:00,,"0,00"
00919,PARTICULIER,GENSAC,03/04/2013,11:49:00,,"0,00"
04711,PARTICULIER,GENSAC,03/04/2013,11:49:00,,"0,00"
08350,PARTICULIER,GENSAC,03/04/2013,11:50:00,,"0,00"
25103,PARTICULIER,RIMONS,04/04/2013,17:20:00,,"0,00"
02848,PARTICULIER,RIMONS,04/04/2013,10:30:00,,"0,00"
05412,PARTICULIER,RIMONS,04/04/2013,10:01:00,,"0,00"
03067,PROFESSIONNEL,SAUVETERRE DE GUYENNE,04/04/2013,16:10:00,,"0,00"
06177,PARTICULIER,RIMONS,04/04/2013,09:11:00,,"0,00"
25085,PROFESSIONNEL,SAUVETERRE DE GUYENNE,04/04/2013,16:46:00,,"0,00"
05506,PARTICULIER,RIMONS,04/04/2013,09:11:00,,"0,00"
00909,PARTICULIER,SAUVETERRE DE GUYENNE,04/04/2013,16:47:00,,"0,00"
07172,PARTICULIER,SAUVETERRE DE GUYENNE,04/04/2013,17:41:00,,"0,00"
06480,PARTICULIER,RIMONS,04/04/2013,16:23:00,,"0,00"
05506,PARTICULIER,RIMONS,04/04/2013,16:12:00,,"0,00"
26336,PARTICULIER,RIMONS,04/04/2013,15:51:00,,"0,00"
07935,PARTICULIER,RIMONS,04/04/2013,15:45:00,,"0,00"
00821,PARTICULIER,RIMONS,04/04/2013,15:17:00,,"0,00"
04804,PARTICULIER,RIMONS,04/04/2013,15:06:00,,"0,00"
27537,PARTICULIER,RIMONS,04/04/2013,15:03:00,,"0,00"
03054,PROFESSIONNEL,RIMONS,04/04/2013,14:46:00,,"0,00"
00821,PARTICULIER,RIMONS,04/04/2013,14:38:00,,"0,00"
24878,PARTICULIER,RIMONS,04/04/2013,11:36:00,,"0,00"
07604,PARTICULIER,RIMONS,04/04/2013,11:35:00,,"0,00"
03145,PROFESSIONNEL,RIMONS,04/04/2013,11:21:00,,"0,00"
04829,PARTICULIER,RIMONS,04/04/2013,11:15:00,,"0,00"
09255,PARTICULIER,RIMONS,04/04/2013,11:11:00,,"0,00"
03067,PROFESSIONNEL,LA REOLE,04/04/2013,09:02:00,,"0,00"
25601,PROFESSIONNEL,LA REOLE,04/04/2013,09:18:00,,"0,00"
25505,PARTICULIER,LA REOLE,04/04/2013,09:25:00,,"0,00"
06167,PARTICULIER,LA REOLE,04/04/2013,09:39:00,,"0,00"
24819,PROFESSIONNEL,LA REOLE,04/04/2013,09:48:00,,"0,00"
28239,PROFESSIONNEL,LA REOLE,04/04/2013,09:50:00,,"0,00"
00912,PARTICULIER,LA REOLE,04/04/2013,10:20:00,,"0,00"
05082,PARTICULIER,LA REOLE,04/04/2013,10:37:00,,"0,00"
24919,PARTICULIER,LA REOLE,04/04/2013,13:59:00,,"0,00"
26356,PARTICULIER,LA REOLE,04/04/2013,14:00:00,,"0,00"
07834,PARTICULIER,LA REOLE,04/04/2013,14:14:00,,"0,00"
09471,PARTICULIER,LA REOLE,04/04/2013,14:15:00,,"0,00"
06167,PARTICULIER,LA REOLE,04/04/2013,14:24:00,,"0,00"
07589,PARTICULIER,LA REOLE,04/04/2013,14:58:00,,"0,00"
06453,PARTICULIER,LA REOLE,04/04/2013,15:08:00,,"0,00"
26557,PARTICULIER,LA REOLE,04/04/2013,15:12:00,,"0,00"
25517,PARTICULIER,LA REOLE,04/04/2013,15:12:00,,"0,00"
06167,PARTICULIER,LA REOLE,04/04/2013,15:25:00,,"0,00"
28239,PROFESSIONNEL,LA REOLE,04/04/2013,15:28:00,,"0,00"
06308,PARTICULIER,LA REOLE,04/04/2013,15:30:00,,"0,00"
03086,PROFESSIONNEL,GENSAC,04/04/2013,09:22:00,,"0,00"
03083,PROFESSIONNEL,GENSAC,04/04/2013,09:25:00,,"0,00"
07354,PARTICULIER,GENSAC,04/04/2013,09:34:00,,"0,00"
01969,PARTICULIER,GENSAC,04/04/2013,09:50:00,,"0,00"
05315,PROFESSIONNEL,GENSAC,04/04/2013,09:52:00,,"0,00"
28304,PARTICULIER,GENSAC,04/04/2013,10:03:00,,"0,00"
03083,PROFESSIONNEL,GENSAC,04/04/2013,10:30:00,,"0,00"
00063,PARTICULIER,GENSAC,04/04/2013,10:30:00,,"0,00"
27404,PARTICULIER,GENSAC,04/04/2013,10:30:00,,"0,00"
25175,PARTICULIER,GENSAC,04/04/2013,10:30:00,,"0,00"
03089,PROFESSIONNEL,GENSAC,04/04/2013,10:41:00,,"0,00"
06332,PARTICULIER,GENSAC,04/04/2013,11:18:00,,"0,00"
24678,PARTICULIER,GENSAC,04/04/2013,14:20:00,,"0,00"
06332,PARTICULIER,GENSAC,04/04/2013,15:09:00,,"0,00"
05852,PARTICULIER,GENSAC,04/04/2013,15:16:00,,"0,00"
24821,PARTICULIER,GENSAC,04/04/2013,15:21:00,,"0,00"
00170,PARTICULIER,GENSAC,04/04/2013,15:29:00,,"0,00"
04234,PARTICULIER,GENSAC,04/04/2013,15:30:00,,"0,00"
00029,PARTICULIER,GENSAC,04/04/2013,15:38:00,,"0,00"
02553,PARTICULIER,GENSAC,04/04/2013,16:03:00,,"0,00"
08144,PARTICULIER,GENSAC,04/04/2013,16:09:00,,"0,00"
06565,PARTICULIER,GENSAC,04/04/2013,16:34:00,,"0,00"
06332,PARTICULIER,GENSAC,04/04/2013,16:50:00,,"0,00"
07259,PARTICULIER,GENSAC,04/04/2013,17:22:00,,"0,00"
05880,PARTICULIER,GENSAC,04/04/2013,17:26:00,,"0,00"
08123,PARTICULIER,GENSAC,04/04/2013,17:28:00,,"0,00"
05444,PARTICULIER,GENSAC,05/04/2013,11:08:00,,"0,00"
06332,PARTICULIER,GENSAC,05/04/2013,11:13:00,,"0,00"
04258,PARTICULIER,GENSAC,05/04/2013,14:06:00,,"0,00"
06565,PARTICULIER,GENSAC,05/04/2013,14:07:00,,"0,00"
04252,PARTICULIER,GENSAC,05/04/2013,14:24:00,,"0,00"
27466,PARTICULIER,GENSAC,05/04/2013,14:29:00,,"0,00"
25575,PARTICULIER,GENSAC,05/04/2013,14:49:00,,"0,00"
06301,PARTICULIER,GENSAC,05/04/2013,14:56:00,,"0,00"
06332,PARTICULIER,GENSAC,05/04/2013,15:03:00,,"0,00"
07841,PARTICULIER,GENSAC,05/04/2013,15:04:00,,"0,00"
01970,PARTICULIER,GENSAC,05/04/2013,15:53:00,,"0,00"
06332,PARTICULIER,GENSAC,05/04/2013,15:53:00,,"0,00"
24633,PARTICULIER,GENSAC,05/04/2013,15:59:00,,"0,00"
28299,PARTICULIER,GENSAC,05/04/2013,16:00:00,,"0,00"
06932,PARTICULIER,GENSAC,05/04/2013,16:52:00,,"0,00"
02211,PARTICULIER,GENSAC,05/04/2013,16:53:00,,"0,00"
08316,PROFESSIONNEL,GENSAC,05/04/2013,16:54:00,,"0,00"
06923,PARTICULIER,GENSAC,05/04/2013,17:17:00,,"0,00"
24678,PARTICULIER,GENSAC,05/04/2013,17:32:00,,"0,00"
06268,PROFESSIONNEL,GENSAC,05/04/2013,17:34:00,,"0,00"
06167,PARTICULIER,SAUVETERRE DE GUYENNE,05/04/2013,09:13:00,,"0,00"
